

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.12E+02  0.46E-04  0.98E+00
              2      0.10E-02  0.25E+01  0.36E-04  0.98E+00
              3      0.10E-02  0.25E+01  0.35E-04  0.98E+00
              4      0.99E-03  0.25E+01  0.35E-04  0.98E+00

     Power:  0.15336E+08


                         Increment number 512
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.96E-03  0.88E+01  0.40E-04  0.98E+00

     Power:  0.15344E+08


                         Increment number 513
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.12E-02  0.14E+02  0.37E-04  0.98E+00
              2      0.12E-02  0.35E+01  0.36E-04  0.98E+00
              3      0.12E-02  0.35E+01  0.34E-04  0.98E+00
              4      0.12E-02  0.35E+01  0.34E-04  0.98E+00
              5      0.12E-02  0.35E+01  0.34E-04  0.98E+00
              6      0.12E-02  0.34E+01  0.33E-04  0.98E+00
              7      0.11E-02  0.34E+01  0.33E-04  0.98E+00
              8      0.11E-02  0.34E+01  0.33E-04  0.98E+00
              9      0.11E-02  0.34E+01  0.33E-04  0.98E+00
             10      0.11E-02  0.33E+01  0.33E-04  0.98E+00
             11      0.11E-02  0.33E+01  0.32E-04  0.98E+00
             12      0.11E-02  0.33E+01  0.32E-04  0.98E+00
             13      0.11E-02  0.33E+01  0.32E-04  0.98E+00
             14      0.11E-02  0.32E+01  0.32E-04  0.98E+00
             15      0.11E-02  0.32E+01  0.32E-04  0.98E+00
             16      0.11E-02  0.32E+01  0.32E-04  0.98E+00
             17      0.11E-02  0.32E+01  0.32E-04  0.98E+00
             18      0.11E-02  0.32E+01  0.31E-04  0.98E+00
             19      0.11E-02  0.31E+01  0.31E-04  0.98E+00
             20      0.11E-02  0.31E+01  0.31E-04  0.98E+00

     Power:  0.15353E+08


                         Increment number 514
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.15E-02  0.83E+01  0.40E-04  0.97E+00
              2      0.15E-02  0.40E+01  0.31E-04  0.97E+00
              3      0.15E-02  0.39E+01  0.30E-04  0.97E+00
              4      0.15E-02  0.39E+01  0.30E-04  0.97E+00
              5      0.15E-02  0.39E+01  0.30E-04  0.97E+00
              6      0.15E-02  0.39E+01  0.30E-04  0.97E+00
              7      0.15E-02  0.38E+01  0.29E-04  0.97E+00
              8      0.15E-02  0.38E+01  0.29E-04  0.97E+00
              9      0.15E-02  0.38E+01  0.29E-04  0.97E+00
             10      0.15E-02  0.38E+01  0.29E-04  0.97E+00
             11      0.15E-02  0.38E+01  0.29E-04  0.97E+00
             12      0.15E-02  0.38E+01  0.28E-04  0.97E+00
             13      0.15E-02  0.37E+01  0.28E-04  0.97E+00
             14      0.15E-02  0.37E+01  0.28E-04  0.97E+00
             15      0.15E-02  0.37E+01  0.28E-04  0.97E+00
             16      0.15E-02  0.37E+01  0.28E-04  0.97E+00
             17      0.14E-02  0.37E+01  0.28E-04  0.97E+00
             18      0.14E-02  0.37E+01  0.27E-04  0.97E+00
             19      0.14E-02  0.37E+01  0.27E-04  0.97E+00
             20      0.14E-02  0.36E+01  0.27E-04  0.97E+00

     Power:  0.15361E+08


                         Increment number 515
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.19E-02  0.11E+02  0.38E-04  0.96E+00
              2      0.19E-02  0.46E+01  0.27E-04  0.96E+00
              3      0.19E-02  0.45E+01  0.26E-04  0.96E+00
              4      0.19E-02  0.45E+01  0.26E-04  0.96E+00
              5      0.19E-02  0.45E+01  0.25E-04  0.96E+00
              6      0.19E-02  0.44E+01  0.25E-04  0.96E+00
              7      0.19E-02  0.44E+01  0.25E-04  0.96E+00
              8      0.19E-02  0.44E+01  0.24E-04  0.96E+00
              9      0.19E-02  0.44E+01  0.24E-04  0.96E+00
             10      0.19E-02  0.44E+01  0.24E-04  0.96E+00
             11      0.19E-02  0.44E+01  0.24E-04  0.96E+00
             12      0.19E-02  0.44E+01  0.23E-04  0.96E+00
             13      0.19E-02  0.43E+01  0.23E-04  0.96E+00
             14      0.19E-02  0.43E+01  0.23E-04  0.96E+00
             15      0.19E-02  0.43E+01  0.23E-04  0.96E+00
             16      0.19E-02  0.43E+01  0.23E-04  0.96E+00
             17      0.19E-02  0.43E+01  0.23E-04  0.96E+00
             18      0.19E-02  0.43E+01  0.22E-04  0.96E+00
             19      0.19E-02  0.42E+01  0.22E-04  0.96E+00
             20      0.19E-02  0.42E+01  0.22E-04  0.96E+00

     Power:  0.15369E+08


                         Increment number 516
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.11E+02  0.32E-04  0.96E+00
              2      0.23E-02  0.51E+01  0.22E-04  0.96E+00
              3      0.23E-02  0.50E+01  0.21E-04  0.96E+00
              4      0.23E-02  0.50E+01  0.21E-04  0.96E+00
              5      0.23E-02  0.49E+01  0.20E-04  0.96E+00
              6      0.23E-02  0.49E+01  0.20E-04  0.96E+00
              7      0.23E-02  0.49E+01  0.20E-04  0.96E+00
              8      0.23E-02  0.49E+01  0.20E-04  0.96E+00
              9      0.23E-02  0.49E+01  0.19E-04  0.96E+00
             10      0.23E-02  0.48E+01  0.19E-04  0.96E+00
             11      0.22E-02  0.48E+01  0.19E-04  0.96E+00
             12      0.22E-02  0.48E+01  0.19E-04  0.96E+00
             13      0.22E-02  0.48E+01  0.19E-04  0.96E+00
             14      0.22E-02  0.48E+01  0.19E-04  0.96E+00
             15      0.22E-02  0.47E+01  0.19E-04  0.96E+00
             16      0.22E-02  0.47E+01  0.19E-04  0.96E+00
             17      0.22E-02  0.47E+01  0.20E-04  0.96E+00
             18      0.22E-02  0.47E+01  0.20E-04  0.96E+00
             19      0.22E-02  0.47E+01  0.20E-04  0.96E+00
             20      0.22E-02  0.46E+01  0.20E-04  0.96E+00

     Power:  0.15378E+08


                         Increment number 517
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.12E+02  0.29E-04  0.95E+00
              2      0.25E-02  0.52E+01  0.21E-04  0.95E+00
              3      0.25E-02  0.51E+01  0.20E-04  0.95E+00
              4      0.24E-02  0.51E+01  0.20E-04  0.95E+00
              5      0.24E-02  0.51E+01  0.20E-04  0.95E+00
              6      0.24E-02  0.51E+01  0.20E-04  0.95E+00
              7      0.24E-02  0.50E+01  0.20E-04  0.95E+00
              8      0.24E-02  0.50E+01  0.20E-04  0.95E+00
              9      0.24E-02  0.50E+01  0.20E-04  0.95E+00
             10      0.24E-02  0.50E+01  0.20E-04  0.95E+00
             11      0.24E-02  0.49E+01  0.20E-04  0.95E+00
             12      0.24E-02  0.49E+01  0.20E-04  0.96E+00
             13      0.23E-02  0.49E+01  0.20E-04  0.96E+00
             14      0.23E-02  0.49E+01  0.21E-04  0.96E+00
             15      0.23E-02  0.48E+01  0.21E-04  0.96E+00
             16      0.23E-02  0.48E+01  0.21E-04  0.96E+00
             17      0.23E-02  0.48E+01  0.21E-04  0.96E+00
             18      0.23E-02  0.48E+01  0.21E-04  0.96E+00
             19      0.23E-02  0.47E+01  0.21E-04  0.96E+00
             20      0.23E-02  0.47E+01  0.21E-04  0.96E+00

     Power:  0.15386E+08


                         Increment number 518
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.24E-02  0.12E+02  0.31E-04  0.95E+00
              2      0.24E-02  0.49E+01  0.23E-04  0.95E+00
              3      0.23E-02  0.49E+01  0.21E-04  0.96E+00
              4      0.23E-02  0.48E+01  0.22E-04  0.96E+00
              5      0.23E-02  0.48E+01  0.22E-04  0.96E+00
              6      0.23E-02  0.48E+01  0.22E-04  0.96E+00
              7      0.23E-02  0.48E+01  0.22E-04  0.96E+00
              8      0.23E-02  0.47E+01  0.22E-04  0.96E+00
              9      0.23E-02  0.47E+01  0.22E-04  0.96E+00
             10      0.22E-02  0.47E+01  0.22E-04  0.96E+00
             11      0.22E-02  0.46E+01  0.23E-04  0.96E+00
             12      0.22E-02  0.46E+01  0.23E-04  0.96E+00
             13      0.22E-02  0.46E+01  0.23E-04  0.96E+00
             14      0.22E-02  0.45E+01  0.24E-04  0.96E+00
             15      0.22E-02  0.45E+01  0.24E-04  0.96E+00
             16      0.22E-02  0.45E+01  0.24E-04  0.96E+00
             17      0.21E-02  0.45E+01  0.25E-04  0.96E+00
             18      0.21E-02  0.44E+01  0.25E-04  0.96E+00
             19      0.21E-02  0.44E+01  0.26E-04  0.96E+00
             20      0.21E-02  0.44E+01  0.26E-04  0.96E+00

     Power:  0.15394E+08


                         Increment number 519
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.20E-02  0.12E+02  0.36E-04  0.96E+00
              2      0.20E-02  0.42E+01  0.28E-04  0.96E+00
              3      0.20E-02  0.42E+01  0.27E-04  0.96E+00
              4      0.20E-02  0.41E+01  0.27E-04  0.96E+00
              5      0.19E-02  0.41E+01  0.27E-04  0.96E+00
              6      0.19E-02  0.41E+01  0.27E-04  0.96E+00
              7      0.19E-02  0.40E+01  0.28E-04  0.96E+00
              8      0.19E-02  0.40E+01  0.28E-04  0.96E+00
              9      0.19E-02  0.40E+01  0.28E-04  0.96E+00
             10      0.19E-02  0.39E+01  0.28E-04  0.96E+00
             11      0.19E-02  0.39E+01  0.29E-04  0.96E+00
             12      0.18E-02  0.39E+01  0.29E-04  0.96E+00
             13      0.18E-02  0.38E+01  0.29E-04  0.96E+00
             14      0.18E-02  0.38E+01  0.29E-04  0.97E+00
             15      0.18E-02  0.38E+01  0.30E-04  0.97E+00
             16      0.18E-02  0.37E+01  0.30E-04  0.97E+00
             17      0.18E-02  0.37E+01  0.30E-04  0.97E+00
             18      0.17E-02  0.37E+01  0.31E-04  0.97E+00
             19      0.17E-02  0.37E+01  0.31E-04  0.97E+00
             20      0.17E-02  0.36E+01  0.31E-04  0.97E+00

     Power:  0.15402E+08


                         Increment number 520
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.15E-02  0.12E+02  0.43E-04  0.97E+00
              2      0.15E-02  0.32E+01  0.33E-04  0.97E+00
              3      0.14E-02  0.32E+01  0.32E-04  0.97E+00
              4      0.14E-02  0.32E+01  0.32E-04  0.97E+00
              5      0.14E-02  0.32E+01  0.32E-04  0.97E+00
              6      0.14E-02  0.31E+01  0.32E-04  0.97E+00
              7      0.14E-02  0.31E+01  0.32E-04  0.97E+00
              8      0.14E-02  0.31E+01  0.33E-04  0.97E+00
              9      0.13E-02  0.30E+01  0.33E-04  0.97E+00
             10      0.13E-02  0.30E+01  0.33E-04  0.97E+00
             11      0.13E-02  0.30E+01  0.33E-04  0.97E+00
             12      0.13E-02  0.29E+01  0.33E-04  0.97E+00
             13      0.13E-02  0.29E+01  0.34E-04  0.98E+00
             14      0.13E-02  0.29E+01  0.34E-04  0.98E+00
             15      0.13E-02  0.28E+01  0.34E-04  0.98E+00
             16      0.12E-02  0.28E+01  0.34E-04  0.98E+00
             17      0.12E-02  0.28E+01  0.34E-04  0.98E+00
             18      0.12E-02  0.28E+01  0.34E-04  0.98E+00
             19      0.12E-02  0.27E+01  0.35E-04  0.98E+00
             20      0.12E-02  0.27E+01  0.35E-04  0.98E+00

     Power:  0.15411E+08


                         Increment number 521
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.92E-03  0.12E+02  0.47E-04  0.98E+00

     Power:  0.15419E+08


                         Increment number 522
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.19E+02  0.39E-04  0.98E+00
              2      0.98E-03  0.29E+01  0.37E-04  0.98E+00

     Power:  0.15428E+08


                         Increment number 523
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.13E-02  0.73E+01  0.36E-04  0.97E+00
              2      0.13E-02  0.38E+01  0.35E-04  0.97E+00
              3      0.13E-02  0.38E+01  0.34E-04  0.97E+00
              4      0.13E-02  0.37E+01  0.33E-04  0.98E+00
              5      0.13E-02  0.37E+01  0.33E-04  0.98E+00
              6      0.13E-02  0.37E+01  0.33E-04  0.98E+00
              7      0.13E-02  0.37E+01  0.33E-04  0.98E+00
              8      0.13E-02  0.36E+01  0.32E-04  0.98E+00
              9      0.13E-02  0.36E+01  0.32E-04  0.98E+00
             10      0.13E-02  0.36E+01  0.32E-04  0.98E+00
             11      0.12E-02  0.36E+01  0.32E-04  0.98E+00
             12      0.12E-02  0.36E+01  0.32E-04  0.98E+00
             13      0.12E-02  0.35E+01  0.31E-04  0.98E+00
             14      0.12E-02  0.35E+01  0.31E-04  0.98E+00
             15      0.12E-02  0.35E+01  0.31E-04  0.98E+00
             16      0.12E-02  0.35E+01  0.31E-04  0.98E+00
             17      0.12E-02  0.35E+01  0.31E-04  0.98E+00
             18      0.12E-02  0.34E+01  0.30E-04  0.98E+00
             19      0.12E-02  0.34E+01  0.30E-04  0.98E+00
             20      0.12E-02  0.34E+01  0.30E-04  0.98E+00

     Power:  0.15436E+08


                         Increment number 524
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.17E-02  0.10E+02  0.39E-04  0.97E+00
              2      0.17E-02  0.43E+01  0.31E-04  0.97E+00
              3      0.17E-02  0.42E+01  0.29E-04  0.97E+00
              4      0.16E-02  0.42E+01  0.29E-04  0.97E+00
              5      0.16E-02  0.42E+01  0.29E-04  0.97E+00
              6      0.16E-02  0.42E+01  0.29E-04  0.97E+00
              7      0.16E-02  0.42E+01  0.28E-04  0.97E+00
              8      0.16E-02  0.42E+01  0.28E-04  0.97E+00
              9      0.16E-02  0.41E+01  0.28E-04  0.97E+00
             10      0.16E-02  0.41E+01  0.28E-04  0.97E+00
             11      0.16E-02  0.41E+01  0.27E-04  0.97E+00
             12      0.16E-02  0.41E+01  0.27E-04  0.97E+00
             13      0.16E-02  0.41E+01  0.27E-04  0.97E+00
             14      0.16E-02  0.41E+01  0.27E-04  0.97E+00
             15      0.16E-02  0.40E+01  0.27E-04  0.97E+00
             16      0.16E-02  0.40E+01  0.26E-04  0.97E+00
             17      0.16E-02  0.40E+01  0.26E-04  0.97E+00
             18      0.16E-02  0.40E+01  0.26E-04  0.97E+00
             19      0.16E-02  0.40E+01  0.26E-04  0.97E+00
             20      0.16E-02  0.40E+01  0.26E-04  0.97E+00

     Power:  0.15445E+08


                         Increment number 525
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.21E-02  0.11E+02  0.36E-04  0.96E+00
              2      0.21E-02  0.49E+01  0.26E-04  0.96E+00
              3      0.21E-02  0.48E+01  0.24E-04  0.96E+00
              4      0.21E-02  0.48E+01  0.24E-04  0.96E+00
              5      0.21E-02  0.48E+01  0.24E-04  0.96E+00
              6      0.21E-02  0.47E+01  0.23E-04  0.96E+00
              7      0.21E-02  0.47E+01  0.23E-04  0.96E+00
              8      0.21E-02  0.47E+01  0.23E-04  0.96E+00
              9      0.21E-02  0.47E+01  0.23E-04  0.96E+00
             10      0.20E-02  0.47E+01  0.23E-04  0.96E+00
             11      0.20E-02  0.47E+01  0.22E-04  0.96E+00
             12      0.20E-02  0.46E+01  0.22E-04  0.96E+00
             13      0.20E-02  0.46E+01  0.22E-04  0.96E+00
             14      0.20E-02  0.46E+01  0.22E-04  0.96E+00
             15      0.20E-02  0.46E+01  0.22E-04  0.96E+00
             16      0.20E-02  0.46E+01  0.21E-04  0.96E+00
             17      0.20E-02  0.46E+01  0.21E-04  0.96E+00
             18      0.20E-02  0.45E+01  0.21E-04  0.96E+00
             19      0.20E-02  0.45E+01  0.21E-04  0.96E+00
             20      0.20E-02  0.45E+01  0.21E-04  0.96E+00

     Power:  0.15453E+08


                         Increment number 526
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.24E-02  0.12E+02  0.31E-04  0.95E+00
              2      0.24E-02  0.53E+01  0.21E-04  0.95E+00
              3      0.24E-02  0.52E+01  0.20E-04  0.95E+00
              4      0.24E-02  0.52E+01  0.19E-04  0.95E+00
              5      0.24E-02  0.51E+01  0.19E-04  0.95E+00
              6      0.24E-02  0.51E+01  0.19E-04  0.95E+00
              7      0.24E-02  0.51E+01  0.19E-04  0.95E+00
              8      0.24E-02  0.51E+01  0.19E-04  0.95E+00
              9      0.24E-02  0.51E+01  0.19E-04  0.96E+00
             10      0.23E-02  0.50E+01  0.19E-04  0.96E+00
             11      0.23E-02  0.50E+01  0.19E-04  0.96E+00
             12      0.23E-02  0.50E+01  0.20E-04  0.96E+00
             13      0.23E-02  0.50E+01  0.20E-04  0.96E+00
             14      0.23E-02  0.49E+01  0.20E-04  0.96E+00
             15      0.23E-02  0.49E+01  0.20E-04  0.96E+00
             16      0.23E-02  0.49E+01  0.20E-04  0.96E+00
             17      0.23E-02  0.49E+01  0.20E-04  0.96E+00
             18      0.23E-02  0.49E+01  0.20E-04  0.96E+00
             19      0.23E-02  0.48E+01  0.21E-04  0.96E+00
             20      0.23E-02  0.48E+01  0.21E-04  0.96E+00

     Power:  0.15461E+08


                         Increment number 527
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.12E+02  0.29E-04  0.95E+00
              2      0.25E-02  0.53E+01  0.22E-04  0.95E+00
              3      0.25E-02  0.52E+01  0.21E-04  0.95E+00
              4      0.25E-02  0.52E+01  0.21E-04  0.95E+00
              5      0.25E-02  0.52E+01  0.21E-04  0.95E+00
              6      0.25E-02  0.51E+01  0.21E-04  0.95E+00
              7      0.24E-02  0.51E+01  0.21E-04  0.95E+00
              8      0.24E-02  0.51E+01  0.21E-04  0.95E+00
              9      0.24E-02  0.51E+01  0.21E-04  0.95E+00
             10      0.24E-02  0.50E+01  0.21E-04  0.95E+00
             11      0.24E-02  0.50E+01  0.21E-04  0.95E+00
             12      0.24E-02  0.50E+01  0.21E-04  0.95E+00
             13      0.24E-02  0.49E+01  0.21E-04  0.95E+00
             14      0.24E-02  0.49E+01  0.22E-04  0.96E+00
             15      0.23E-02  0.49E+01  0.22E-04  0.96E+00
             16      0.23E-02  0.49E+01  0.22E-04  0.96E+00
             17      0.23E-02  0.48E+01  0.22E-04  0.96E+00
             18      0.23E-02  0.48E+01  0.22E-04  0.96E+00
             19      0.23E-02  0.48E+01  0.22E-04  0.96E+00
             20      0.23E-02  0.47E+01  0.22E-04  0.96E+00

     Power:  0.15470E+08


                         Increment number 528
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.12E+02  0.33E-04  0.96E+00
              2      0.23E-02  0.49E+01  0.24E-04  0.96E+00
              3      0.23E-02  0.48E+01  0.23E-04  0.96E+00
              4      0.23E-02  0.48E+01  0.23E-04  0.96E+00
              5      0.23E-02  0.47E+01  0.23E-04  0.96E+00
              6      0.23E-02  0.47E+01  0.23E-04  0.96E+00
              7      0.23E-02  0.47E+01  0.24E-04  0.96E+00
              8      0.22E-02  0.46E+01  0.24E-04  0.96E+00
              9      0.22E-02  0.46E+01  0.24E-04  0.96E+00
             10      0.22E-02  0.46E+01  0.25E-04  0.96E+00
             11      0.22E-02  0.46E+01  0.25E-04  0.96E+00
             12      0.22E-02  0.45E+01  0.26E-04  0.96E+00
             13      0.22E-02  0.45E+01  0.26E-04  0.96E+00
             14      0.21E-02  0.45E+01  0.26E-04  0.96E+00
             15      0.21E-02  0.44E+01  0.27E-04  0.96E+00
             16      0.21E-02  0.44E+01  0.27E-04  0.96E+00
             17      0.21E-02  0.44E+01  0.27E-04  0.96E+00
             18      0.21E-02  0.43E+01  0.28E-04  0.96E+00
             19      0.21E-02  0.43E+01  0.28E-04  0.96E+00
             20      0.21E-02  0.43E+01  0.28E-04  0.96E+00

     Power:  0.15478E+08


                         Increment number 529
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.19E-02  0.12E+02  0.38E-04  0.96E+00
              2      0.19E-02  0.40E+01  0.30E-04  0.96E+00
              3      0.19E-02  0.40E+01  0.29E-04  0.96E+00
              4      0.19E-02  0.40E+01  0.29E-04  0.96E+00
              5      0.19E-02  0.39E+01  0.29E-04  0.96E+00
              6      0.18E-02  0.39E+01  0.30E-04  0.96E+00
              7      0.18E-02  0.39E+01  0.30E-04  0.96E+00
              8      0.18E-02  0.38E+01  0.30E-04  0.97E+00
              9      0.18E-02  0.38E+01  0.30E-04  0.97E+00
             10      0.18E-02  0.38E+01  0.31E-04  0.97E+00
             11      0.18E-02  0.37E+01  0.31E-04  0.97E+00
             12      0.17E-02  0.37E+01  0.31E-04  0.97E+00
             13      0.17E-02  0.37E+01  0.31E-04  0.97E+00
             14      0.17E-02  0.36E+01  0.32E-04  0.97E+00
             15      0.17E-02  0.36E+01  0.32E-04  0.97E+00
             16      0.17E-02  0.36E+01  0.32E-04  0.97E+00
             17      0.17E-02  0.35E+01  0.32E-04  0.97E+00
             18      0.17E-02  0.35E+01  0.33E-04  0.97E+00
             19      0.16E-02  0.35E+01  0.33E-04  0.97E+00
             20      0.16E-02  0.34E+01  0.33E-04  0.97E+00

     Power:  0.15486E+08


                         Increment number 530
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.13E-02  0.13E+02  0.45E-04  0.97E+00
              2      0.13E-02  0.30E+01  0.35E-04  0.97E+00
              3      0.13E-02  0.30E+01  0.34E-04  0.97E+00
              4      0.13E-02  0.30E+01  0.34E-04  0.97E+00
              5      0.13E-02  0.30E+01  0.34E-04  0.98E+00
              6      0.13E-02  0.29E+01  0.34E-04  0.98E+00
              7      0.12E-02  0.29E+01  0.34E-04  0.98E+00
              8      0.12E-02  0.29E+01  0.34E-04  0.98E+00
              9      0.12E-02  0.29E+01  0.35E-04  0.98E+00
             10      0.12E-02  0.28E+01  0.35E-04  0.98E+00
             11      0.12E-02  0.28E+01  0.35E-04  0.98E+00
             12      0.12E-02  0.28E+01  0.35E-04  0.98E+00
             13      0.12E-02  0.27E+01  0.35E-04  0.98E+00
             14      0.11E-02  0.27E+01  0.35E-04  0.98E+00
             15      0.11E-02  0.27E+01  0.35E-04  0.98E+00
             16      0.11E-02  0.26E+01  0.36E-04  0.98E+00
             17      0.11E-02  0.26E+01  0.36E-04  0.98E+00
             18      0.11E-02  0.26E+01  0.36E-04  0.98E+00
             19      0.11E-02  0.25E+01  0.36E-04  0.98E+00
             20      0.11E-02  0.25E+01  0.36E-04  0.98E+00

     Power:  0.15495E+08


                         Increment number 531
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.13E+02  0.48E-04  0.98E+00

     Power:  0.15503E+08


                         Increment number 532
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.20E+02  0.40E-04  0.98E+00
              2      0.10E-02  0.31E+01  0.39E-04  0.98E+00
              3      0.10E-02  0.31E+01  0.36E-04  0.98E+00
              4      0.10E-02  0.31E+01  0.35E-04  0.98E+00
              5      0.10E-02  0.30E+01  0.35E-04  0.98E+00
              6      0.10E-02  0.30E+01  0.35E-04  0.98E+00
              7      0.10E-02  0.30E+01  0.35E-04  0.98E+00
              8      0.10E-02  0.30E+01  0.35E-04  0.98E+00
              9      0.10E-02  0.30E+01  0.34E-04  0.98E+00

     Power:  0.15512E+08


                         Increment number 533
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.14E-02  0.75E+01  0.39E-04  0.97E+00
              2      0.14E-02  0.40E+01  0.34E-04  0.97E+00
              3      0.14E-02  0.39E+01  0.34E-04  0.97E+00
              4      0.14E-02  0.39E+01  0.33E-04  0.97E+00
              5      0.14E-02  0.38E+01  0.33E-04  0.97E+00
              6      0.14E-02  0.38E+01  0.33E-04  0.97E+00
              7      0.14E-02  0.38E+01  0.33E-04  0.97E+00
              8      0.14E-02  0.38E+01  0.32E-04  0.97E+00
              9      0.14E-02  0.38E+01  0.32E-04  0.97E+00
             10      0.14E-02  0.38E+01  0.32E-04  0.97E+00
             11      0.14E-02  0.37E+01  0.32E-04  0.97E+00
             12      0.14E-02  0.37E+01  0.31E-04  0.97E+00
             13      0.14E-02  0.37E+01  0.31E-04  0.97E+00
             14      0.14E-02  0.37E+01  0.31E-04  0.97E+00
             15      0.14E-02  0.37E+01  0.31E-04  0.97E+00
             16      0.14E-02  0.37E+01  0.30E-04  0.97E+00
             17      0.14E-02  0.36E+01  0.30E-04  0.97E+00
             18      0.14E-02  0.36E+01  0.30E-04  0.97E+00
             19      0.14E-02  0.36E+01  0.30E-04  0.97E+00
             20      0.14E-02  0.36E+01  0.30E-04  0.97E+00

     Power:  0.15520E+08


                         Increment number 534
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.19E-02  0.11E+02  0.38E-04  0.96E+00
              2      0.19E-02  0.46E+01  0.30E-04  0.96E+00
              3      0.19E-02  0.45E+01  0.29E-04  0.96E+00
              4      0.19E-02  0.45E+01  0.28E-04  0.96E+00
              5      0.19E-02  0.45E+01  0.28E-04  0.96E+00
              6      0.19E-02  0.45E+01  0.28E-04  0.96E+00
              7      0.19E-02  0.45E+01  0.27E-04  0.96E+00
              8      0.19E-02  0.45E+01  0.27E-04  0.96E+00
              9      0.19E-02  0.44E+01  0.27E-04  0.96E+00
             10      0.19E-02  0.44E+01  0.27E-04  0.96E+00
             11      0.19E-02  0.44E+01  0.26E-04  0.96E+00
             12      0.19E-02  0.44E+01  0.26E-04  0.96E+00
             13      0.18E-02  0.44E+01  0.26E-04  0.96E+00
             14      0.18E-02  0.44E+01  0.25E-04  0.96E+00
             15      0.18E-02  0.43E+01  0.25E-04  0.96E+00
             16      0.18E-02  0.43E+01  0.25E-04  0.96E+00
             17      0.18E-02  0.43E+01  0.25E-04  0.96E+00
             18      0.18E-02  0.43E+01  0.24E-04  0.96E+00
             19      0.18E-02  0.43E+01  0.24E-04  0.96E+00
             20      0.18E-02  0.43E+01  0.24E-04  0.96E+00

     Power:  0.15528E+08


                         Increment number 535
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.11E+02  0.34E-04  0.96E+00
              2      0.23E-02  0.52E+01  0.24E-04  0.96E+00
              3      0.23E-02  0.51E+01  0.23E-04  0.96E+00
              4      0.23E-02  0.51E+01  0.22E-04  0.96E+00
              5      0.23E-02  0.51E+01  0.22E-04  0.96E+00
              6      0.23E-02  0.50E+01  0.22E-04  0.96E+00
              7      0.23E-02  0.50E+01  0.22E-04  0.96E+00
              8      0.23E-02  0.50E+01  0.21E-04  0.96E+00
              9      0.23E-02  0.50E+01  0.21E-04  0.96E+00
             10      0.23E-02  0.50E+01  0.21E-04  0.96E+00
             11      0.22E-02  0.50E+01  0.21E-04  0.96E+00
             12      0.22E-02  0.49E+01  0.20E-04  0.96E+00
             13      0.22E-02  0.49E+01  0.20E-04  0.96E+00
             14      0.22E-02  0.49E+01  0.20E-04  0.96E+00
             15      0.22E-02  0.49E+01  0.20E-04  0.96E+00
             16      0.22E-02  0.49E+01  0.19E-04  0.96E+00
             17      0.22E-02  0.48E+01  0.19E-04  0.96E+00
             18      0.22E-02  0.48E+01  0.19E-04  0.96E+00
             19      0.22E-02  0.48E+01  0.19E-04  0.96E+00
             20      0.22E-02  0.48E+01  0.19E-04  0.96E+00

     Power:  0.15537E+08


                         Increment number 536
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.12E+02  0.29E-04  0.95E+00
              2      0.25E-02  0.54E+01  0.20E-04  0.95E+00
              3      0.25E-02  0.54E+01  0.19E-04  0.95E+00
              4      0.25E-02  0.53E+01  0.19E-04  0.95E+00
