

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
             15      0.22E-02  0.43E+01  0.22E-04  0.96E+00
             16      0.22E-02  0.43E+01  0.22E-04  0.96E+00
             17      0.21E-02  0.43E+01  0.23E-04  0.96E+00
             18      0.21E-02  0.43E+01  0.23E-04  0.96E+00
             19      0.21E-02  0.42E+01  0.23E-04  0.96E+00
             20      0.21E-02  0.42E+01  0.24E-04  0.96E+00

     Power:  0.14248E+08


                         Increment number 382
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.21E-02  0.12E+02  0.36E-04  0.96E+00
              2      0.20E-02  0.41E+01  0.26E-04  0.96E+00
              3      0.20E-02  0.41E+01  0.25E-04  0.96E+00
              4      0.20E-02  0.41E+01  0.25E-04  0.96E+00
              5      0.20E-02  0.40E+01  0.25E-04  0.96E+00
              6      0.20E-02  0.40E+01  0.25E-04  0.96E+00
              7      0.20E-02  0.40E+01  0.26E-04  0.96E+00
              8      0.20E-02  0.39E+01  0.26E-04  0.96E+00
              9      0.19E-02  0.39E+01  0.26E-04  0.96E+00
             10      0.19E-02  0.39E+01  0.26E-04  0.96E+00
             11      0.19E-02  0.38E+01  0.27E-04  0.96E+00
             12      0.19E-02  0.38E+01  0.27E-04  0.96E+00
             13      0.19E-02  0.38E+01  0.27E-04  0.96E+00
             14      0.19E-02  0.38E+01  0.28E-04  0.96E+00
             15      0.18E-02  0.37E+01  0.28E-04  0.96E+00
             16      0.18E-02  0.37E+01  0.28E-04  0.96E+00
             17      0.18E-02  0.37E+01  0.29E-04  0.96E+00
             18      0.18E-02  0.36E+01  0.29E-04  0.97E+00
             19      0.18E-02  0.36E+01  0.29E-04  0.97E+00
             20      0.18E-02  0.36E+01  0.29E-04  0.97E+00

     Power:  0.14256E+08


                         Increment number 383
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.16E-02  0.12E+02  0.42E-04  0.97E+00
              2      0.15E-02  0.32E+01  0.31E-04  0.97E+00
              3      0.15E-02  0.32E+01  0.30E-04  0.97E+00
              4      0.15E-02  0.32E+01  0.30E-04  0.97E+00
              5      0.15E-02  0.32E+01  0.30E-04  0.97E+00
              6      0.15E-02  0.31E+01  0.31E-04  0.97E+00
              7      0.15E-02  0.31E+01  0.31E-04  0.97E+00
              8      0.15E-02  0.31E+01  0.31E-04  0.97E+00
              9      0.14E-02  0.30E+01  0.31E-04  0.97E+00
             10      0.14E-02  0.30E+01  0.32E-04  0.97E+00
             11      0.14E-02  0.30E+01  0.32E-04  0.97E+00
             12      0.14E-02  0.29E+01  0.32E-04  0.97E+00
             13      0.14E-02  0.29E+01  0.32E-04  0.97E+00
             14      0.14E-02  0.29E+01  0.32E-04  0.97E+00
             15      0.14E-02  0.29E+01  0.33E-04  0.97E+00
             16      0.13E-02  0.28E+01  0.33E-04  0.97E+00
             17      0.13E-02  0.28E+01  0.33E-04  0.97E+00
             18      0.13E-02  0.28E+01  0.33E-04  0.97E+00
             19      0.13E-02  0.27E+01  0.33E-04  0.97E+00
             20      0.13E-02  0.27E+01  0.34E-04  0.97E+00

     Power:  0.14264E+08


                         Increment number 384
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.12E+02  0.46E-04  0.98E+00
              2      0.10E-02  0.24E+01  0.35E-04  0.98E+00

     Power:  0.14273E+08


                         Increment number 385
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.98E-03  0.77E+01  0.38E-04  0.98E+00

     Power:  0.14281E+08


                         Increment number 386
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.12E-02  0.11E+02  0.35E-04  0.98E+00
              2      0.12E-02  0.33E+01  0.36E-04  0.98E+00
              3      0.12E-02  0.33E+01  0.33E-04  0.98E+00
              4      0.11E-02  0.32E+01  0.33E-04  0.98E+00
              5      0.11E-02  0.32E+01  0.33E-04  0.98E+00
              6      0.11E-02  0.32E+01  0.32E-04  0.98E+00
              7      0.11E-02  0.32E+01  0.32E-04  0.98E+00
              8      0.11E-02  0.32E+01  0.32E-04  0.98E+00
              9      0.11E-02  0.31E+01  0.32E-04  0.98E+00
             10      0.11E-02  0.31E+01  0.32E-04  0.98E+00
             11      0.11E-02  0.31E+01  0.31E-04  0.98E+00
             12      0.11E-02  0.31E+01  0.31E-04  0.98E+00
             13      0.11E-02  0.30E+01  0.31E-04  0.98E+00
             14      0.11E-02  0.30E+01  0.31E-04  0.98E+00
             15      0.11E-02  0.30E+01  0.31E-04  0.98E+00
             16      0.11E-02  0.30E+01  0.31E-04  0.98E+00
             17      0.11E-02  0.30E+01  0.31E-04  0.98E+00
             18      0.11E-02  0.29E+01  0.30E-04  0.98E+00
             19      0.10E-02  0.29E+01  0.30E-04  0.98E+00
             20      0.10E-02  0.29E+01  0.30E-04  0.98E+00

     Power:  0.14290E+08


                         Increment number 387
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.14E-02  0.84E+01  0.40E-04  0.97E+00
              2      0.14E-02  0.36E+01  0.31E-04  0.97E+00
              3      0.14E-02  0.36E+01  0.30E-04  0.97E+00
              4      0.14E-02  0.36E+01  0.29E-04  0.97E+00
              5      0.14E-02  0.35E+01  0.29E-04  0.97E+00
              6      0.14E-02  0.35E+01  0.29E-04  0.97E+00
              7      0.14E-02  0.35E+01  0.29E-04  0.97E+00
              8      0.14E-02  0.35E+01  0.29E-04  0.97E+00
              9      0.14E-02  0.35E+01  0.28E-04  0.97E+00
             10      0.14E-02  0.35E+01  0.28E-04  0.97E+00
             11      0.14E-02  0.34E+01  0.28E-04  0.97E+00
             12      0.14E-02  0.34E+01  0.28E-04  0.97E+00
             13      0.14E-02  0.34E+01  0.28E-04  0.97E+00
             14      0.14E-02  0.34E+01  0.28E-04  0.97E+00
             15      0.14E-02  0.34E+01  0.27E-04  0.97E+00
             16      0.14E-02  0.34E+01  0.27E-04  0.97E+00
             17      0.14E-02  0.34E+01  0.27E-04  0.97E+00
             18      0.13E-02  0.33E+01  0.27E-04  0.97E+00
             19      0.13E-02  0.33E+01  0.27E-04  0.97E+00
             20      0.13E-02  0.33E+01  0.27E-04  0.97E+00

     Power:  0.14298E+08


                         Increment number 388
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.18E-02  0.10E+02  0.38E-04  0.97E+00
              2      0.18E-02  0.41E+01  0.27E-04  0.97E+00
              3      0.18E-02  0.41E+01  0.26E-04  0.97E+00
              4      0.18E-02  0.41E+01  0.25E-04  0.97E+00
              5      0.18E-02  0.40E+01  0.25E-04  0.97E+00
              6      0.18E-02  0.40E+01  0.25E-04  0.97E+00
              7      0.18E-02  0.40E+01  0.24E-04  0.97E+00
              8      0.18E-02  0.40E+01  0.24E-04  0.97E+00
              9      0.18E-02  0.40E+01  0.24E-04  0.97E+00
             10      0.18E-02  0.40E+01  0.24E-04  0.97E+00
             11      0.18E-02  0.40E+01  0.23E-04  0.97E+00
             12      0.18E-02  0.40E+01  0.23E-04  0.97E+00
             13      0.18E-02  0.39E+01  0.23E-04  0.97E+00
             14      0.18E-02  0.39E+01  0.23E-04  0.97E+00
             15      0.18E-02  0.39E+01  0.23E-04  0.97E+00
             16      0.17E-02  0.39E+01  0.23E-04  0.97E+00
             17      0.17E-02  0.39E+01  0.22E-04  0.97E+00
             18      0.17E-02  0.39E+01  0.22E-04  0.97E+00
             19      0.17E-02  0.38E+01  0.22E-04  0.97E+00
             20      0.17E-02  0.38E+01  0.22E-04  0.97E+00

     Power:  0.14306E+08


                         Increment number 389
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.22E-02  0.11E+02  0.33E-04  0.96E+00
              2      0.22E-02  0.46E+01  0.22E-04  0.96E+00
              3      0.22E-02  0.45E+01  0.21E-04  0.96E+00
              4      0.21E-02  0.45E+01  0.21E-04  0.96E+00
              5      0.21E-02  0.45E+01  0.20E-04  0.96E+00
              6      0.21E-02  0.45E+01  0.20E-04  0.96E+00
              7      0.21E-02  0.45E+01  0.20E-04  0.96E+00
              8      0.21E-02  0.44E+01  0.20E-04  0.96E+00
              9      0.21E-02  0.44E+01  0.20E-04  0.96E+00
             10      0.21E-02  0.44E+01  0.19E-04  0.96E+00
             11      0.21E-02  0.44E+01  0.19E-04  0.96E+00
             12      0.21E-02  0.44E+01  0.19E-04  0.96E+00
             13      0.21E-02  0.44E+01  0.19E-04  0.96E+00
             14      0.21E-02  0.43E+01  0.19E-04  0.96E+00
             15      0.21E-02  0.43E+01  0.19E-04  0.96E+00
             16      0.21E-02  0.43E+01  0.19E-04  0.96E+00
             17      0.21E-02  0.43E+01  0.19E-04  0.96E+00
             18      0.20E-02  0.43E+01  0.19E-04  0.96E+00
             19      0.20E-02  0.42E+01  0.19E-04  0.96E+00
             20      0.20E-02  0.42E+01  0.20E-04  0.96E+00

     Power:  0.14315E+08


                         Increment number 390
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.11E+02  0.29E-04  0.96E+00
              2      0.23E-02  0.48E+01  0.21E-04  0.96E+00
              3      0.23E-02  0.47E+01  0.20E-04  0.96E+00
              4      0.23E-02  0.47E+01  0.20E-04  0.96E+00
              5      0.23E-02  0.47E+01  0.20E-04  0.96E+00
              6      0.23E-02  0.46E+01  0.20E-04  0.96E+00
              7      0.23E-02  0.46E+01  0.20E-04  0.96E+00
              8      0.23E-02  0.46E+01  0.20E-04  0.96E+00
              9      0.23E-02  0.46E+01  0.20E-04  0.96E+00
             10      0.22E-02  0.45E+01  0.20E-04  0.96E+00
             11      0.22E-02  0.45E+01  0.20E-04  0.96E+00
             12      0.22E-02  0.45E+01  0.20E-04  0.96E+00
             13      0.22E-02  0.45E+01  0.20E-04  0.96E+00
             14      0.22E-02  0.45E+01  0.20E-04  0.96E+00
             15      0.22E-02  0.44E+01  0.20E-04  0.96E+00
             16      0.22E-02  0.44E+01  0.20E-04  0.96E+00
             17      0.22E-02  0.44E+01  0.21E-04  0.96E+00
             18      0.22E-02  0.44E+01  0.21E-04  0.96E+00
             19      0.21E-02  0.43E+01  0.21E-04  0.96E+00
             20      0.21E-02  0.43E+01  0.21E-04  0.96E+00

     Power:  0.14323E+08


                         Increment number 391
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.11E+02  0.31E-04  0.96E+00
              2      0.23E-02  0.46E+01  0.22E-04  0.96E+00
              3      0.22E-02  0.45E+01  0.21E-04  0.96E+00
              4      0.22E-02  0.45E+01  0.21E-04  0.96E+00
              5      0.22E-02  0.45E+01  0.21E-04  0.96E+00
              6      0.22E-02  0.44E+01  0.21E-04  0.96E+00
              7      0.22E-02  0.44E+01  0.21E-04  0.96E+00
              8      0.22E-02  0.44E+01  0.21E-04  0.96E+00
              9      0.22E-02  0.43E+01  0.22E-04  0.96E+00
             10      0.22E-02  0.43E+01  0.22E-04  0.96E+00
             11      0.21E-02  0.43E+01  0.22E-04  0.96E+00
             12      0.21E-02  0.43E+01  0.22E-04  0.96E+00
             13      0.21E-02  0.42E+01  0.22E-04  0.96E+00
             14      0.21E-02  0.42E+01  0.23E-04  0.96E+00
             15      0.21E-02  0.42E+01  0.23E-04  0.96E+00
             16      0.21E-02  0.41E+01  0.23E-04  0.96E+00
             17      0.21E-02  0.41E+01  0.24E-04  0.96E+00
             18      0.20E-02  0.41E+01  0.24E-04  0.96E+00
             19      0.20E-02  0.41E+01  0.24E-04  0.96E+00
             20      0.20E-02  0.40E+01  0.25E-04  0.96E+00

     Power:  0.14331E+08


                         Increment number 392
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.20E-02  0.11E+02  0.36E-04  0.96E+00
              2      0.20E-02  0.40E+01  0.26E-04  0.96E+00
              3      0.19E-02  0.39E+01  0.25E-04  0.96E+00
              4      0.19E-02  0.39E+01  0.26E-04  0.96E+00
              5      0.19E-02  0.39E+01  0.26E-04  0.96E+00
              6      0.19E-02  0.38E+01  0.26E-04  0.96E+00
              7      0.19E-02  0.38E+01  0.26E-04  0.96E+00
              8      0.19E-02  0.38E+01  0.27E-04  0.96E+00
              9      0.19E-02  0.37E+01  0.27E-04  0.96E+00
             10      0.18E-02  0.37E+01  0.27E-04  0.96E+00
             11      0.18E-02  0.37E+01  0.27E-04  0.96E+00
             12      0.18E-02  0.37E+01  0.28E-04  0.97E+00
             13      0.18E-02  0.36E+01  0.28E-04  0.97E+00
             14      0.18E-02  0.36E+01  0.28E-04  0.97E+00
             15      0.18E-02  0.36E+01  0.28E-04  0.97E+00
             16      0.17E-02  0.35E+01  0.29E-04  0.97E+00
             17      0.17E-02  0.35E+01  0.29E-04  0.97E+00
             18      0.17E-02  0.35E+01  0.29E-04  0.97E+00
             19      0.17E-02  0.34E+01  0.29E-04  0.97E+00
             20      0.17E-02  0.34E+01  0.30E-04  0.97E+00

     Power:  0.14340E+08


                         Increment number 393
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.15E-02  0.12E+02  0.42E-04  0.97E+00
              2      0.15E-02  0.31E+01  0.32E-04  0.97E+00
              3      0.15E-02  0.31E+01  0.30E-04  0.97E+00
              4      0.14E-02  0.31E+01  0.31E-04  0.97E+00
              5      0.14E-02  0.30E+01  0.31E-04  0.97E+00
              6      0.14E-02  0.30E+01  0.31E-04  0.97E+00
              7      0.14E-02  0.30E+01  0.31E-04  0.97E+00
              8      0.14E-02  0.29E+01  0.31E-04  0.97E+00
              9      0.14E-02  0.29E+01  0.31E-04  0.97E+00
             10      0.14E-02  0.29E+01  0.32E-04  0.97E+00
             11      0.13E-02  0.28E+01  0.32E-04  0.97E+00
             12      0.13E-02  0.28E+01  0.32E-04  0.97E+00
             13      0.13E-02  0.28E+01  0.32E-04  0.97E+00
             14      0.13E-02  0.28E+01  0.32E-04  0.97E+00
             15      0.13E-02  0.27E+01  0.33E-04  0.98E+00
             16      0.13E-02  0.27E+01  0.33E-04  0.98E+00
             17      0.13E-02  0.27E+01  0.33E-04  0.98E+00
             18      0.12E-02  0.27E+01  0.33E-04  0.98E+00
             19      0.12E-02  0.26E+01  0.33E-04  0.98E+00
             20      0.12E-02  0.26E+01  0.33E-04  0.98E+00

     Power:  0.14348E+08


                         Increment number 394
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.97E-03  0.12E+02  0.46E-04  0.98E+00

     Power:  0.14356E+08


                         Increment number 395
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.18E+02  0.38E-04  0.98E+00

     Power:  0.14365E+08


                         Increment number 396
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.12E-02  0.12E+02  0.36E-04  0.98E+00
              2      0.12E-02  0.34E+01  0.35E-04  0.98E+00
              3      0.12E-02  0.34E+01  0.33E-04  0.98E+00
              4      0.12E-02  0.34E+01  0.33E-04  0.98E+00
              5      0.12E-02  0.34E+01  0.32E-04  0.98E+00
              6      0.12E-02  0.33E+01  0.32E-04  0.98E+00
              7      0.12E-02  0.33E+01  0.32E-04  0.98E+00
              8      0.12E-02  0.33E+01  0.31E-04  0.98E+00
              9      0.12E-02  0.33E+01  0.31E-04  0.98E+00
             10      0.12E-02  0.32E+01  0.31E-04  0.98E+00
             11      0.12E-02  0.32E+01  0.31E-04  0.98E+00
             12      0.12E-02  0.32E+01  0.31E-04  0.98E+00
             13      0.11E-02  0.32E+01  0.30E-04  0.98E+00
             14      0.11E-02  0.32E+01  0.30E-04  0.98E+00
             15      0.11E-02  0.31E+01  0.30E-04  0.98E+00
             16      0.11E-02  0.31E+01  0.30E-04  0.98E+00
             17      0.11E-02  0.31E+01  0.30E-04  0.98E+00
             18      0.11E-02  0.31E+01  0.30E-04  0.98E+00
             19      0.11E-02  0.30E+01  0.30E-04  0.98E+00
             20      0.11E-02  0.30E+01  0.29E-04  0.98E+00

     Power:  0.14373E+08


                         Increment number 397
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.15E-02  0.13E+02  0.40E-04  0.97E+00
              2      0.15E-02  0.39E+01  0.30E-04  0.97E+00
              3      0.15E-02  0.37E+01  0.29E-04  0.97E+00
              4      0.15E-02  0.37E+01  0.29E-04  0.97E+00
              5      0.15E-02  0.37E+01  0.28E-04  0.97E+00
              6      0.15E-02  0.37E+01  0.28E-04  0.97E+00
              7      0.15E-02  0.37E+01  0.28E-04  0.97E+00
              8      0.14E-02  0.36E+01  0.28E-04  0.97E+00
              9      0.14E-02  0.36E+01  0.28E-04  0.97E+00
             10      0.14E-02  0.36E+01  0.27E-04  0.97E+00
             11      0.14E-02  0.36E+01  0.27E-04  0.97E+00
             12      0.14E-02  0.36E+01  0.27E-04  0.97E+00
             13      0.14E-02  0.36E+01  0.27E-04  0.97E+00
             14      0.14E-02  0.35E+01  0.27E-04  0.97E+00
             15      0.14E-02  0.35E+01  0.27E-04  0.97E+00
             16      0.14E-02  0.35E+01  0.26E-04  0.97E+00
             17      0.14E-02  0.35E+01  0.26E-04  0.97E+00
             18      0.14E-02  0.35E+01  0.26E-04  0.97E+00
             19      0.14E-02  0.35E+01  0.26E-04  0.97E+00
             20      0.14E-02  0.35E+01  0.26E-04  0.97E+00

     Power:  0.14382E+08


                         Increment number 398
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.19E-02  0.11E+02  0.37E-04  0.96E+00
              2      0.18E-02  0.43E+01  0.26E-04  0.96E+00
              3      0.18E-02  0.42E+01  0.25E-04  0.96E+00
              4      0.18E-02  0.42E+01  0.24E-04  0.96E+00
              5      0.18E-02  0.42E+01  0.24E-04  0.96E+00
              6      0.18E-02  0.41E+01  0.24E-04  0.96E+00
              7      0.18E-02  0.41E+01  0.24E-04  0.96E+00
              8      0.18E-02  0.41E+01  0.23E-04  0.96E+00
              9      0.18E-02  0.41E+01  0.23E-04  0.96E+00
             10      0.18E-02  0.41E+01  0.23E-04  0.96E+00
             11      0.18E-02  0.41E+01  0.23E-04  0.96E+00
             12      0.18E-02  0.41E+01  0.23E-04  0.96E+00
             13      0.18E-02  0.40E+01  0.22E-04  0.97E+00
             14      0.18E-02  0.40E+01  0.22E-04  0.97E+00
             15      0.18E-02  0.40E+01  0.22E-04  0.97E+00
             16      0.18E-02  0.40E+01  0.22E-04  0.97E+00
             17      0.18E-02  0.40E+01  0.22E-04  0.97E+00
             18      0.18E-02  0.40E+01  0.22E-04  0.97E+00
             19      0.18E-02  0.40E+01  0.22E-04  0.97E+00
             20      0.18E-02  0.39E+01  0.21E-04  0.97E+00

     Power:  0.14390E+08


                         Increment number 399
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.22E-02  0.11E+02  0.33E-04  0.96E+00
              2      0.22E-02  0.47E+01  0.22E-04  0.96E+00
              3      0.22E-02  0.46E+01  0.20E-04  0.96E+00
              4      0.22E-02  0.46E+01  0.20E-04  0.96E+00
              5      0.22E-02  0.46E+01  0.20E-04  0.96E+00
              6      0.22E-02  0.45E+01  0.20E-04  0.96E+00
              7      0.22E-02  0.45E+01  0.19E-04  0.96E+00
              8      0.22E-02  0.45E+01  0.19E-04  0.96E+00
              9      0.21E-02  0.45E+01  0.19E-04  0.96E+00
             10      0.21E-02  0.45E+01  0.19E-04  0.96E+00
             11      0.21E-02  0.45E+01  0.19E-04  0.96E+00
             12      0.21E-02  0.44E+01  0.19E-04  0.96E+00
             13      0.21E-02  0.44E+01  0.19E-04  0.96E+00
             14      0.21E-02  0.44E+01  0.19E-04  0.96E+00
             15      0.21E-02  0.44E+01  0.19E-04  0.96E+00
             16      0.21E-02  0.44E+01  0.19E-04  0.96E+00
             17      0.21E-02  0.43E+01  0.20E-04  0.96E+00
             18      0.21E-02  0.43E+01  0.20E-04  0.96E+00
             19      0.21E-02  0.43E+01  0.20E-04  0.96E+00
             20      0.21E-02  0.43E+01  0.20E-04  0.96E+00

     Power:  0.14398E+08


                         Increment number 400
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.24E-02  0.11E+02  0.29E-04  0.95E+00
              2      0.23E-02  0.48E+01  0.21E-04  0.96E+00
              3      0.23E-02  0.47E+01  0.20E-04  0.96E+00
              4      0.23E-02  0.47E+01  0.20E-04  0.96E+00
              5      0.23E-02  0.47E+01  0.20E-04  0.96E+00
              6      0.23E-02  0.47E+01  0.20E-04  0.96E+00
              7      0.23E-02  0.46E+01  0.20E-04  0.96E+00
              8      0.23E-02  0.46E+01  0.20E-04  0.96E+00
              9      0.23E-02  0.46E+01  0.20E-04  0.96E+00
             10      0.23E-02  0.46E+01  0.20E-04  0.96E+00
             11      0.22E-02  0.46E+01  0.20E-04  0.96E+00
             12      0.22E-02  0.45E+01  0.21E-04  0.96E+00
             13      0.22E-02  0.45E+01  0.21E-04  0.96E+00
             14      0.22E-02  0.45E+01  0.21E-04  0.96E+00
             15      0.22E-02  0.45E+01  0.21E-04  0.96E+00
             16      0.22E-02  0.44E+01  0.21E-04  0.96E+00
             17      0.22E-02  0.44E+01  0.21E-04  0.96E+00
             18      0.22E-02  0.44E+01  0.21E-04  0.96E+00
             19      0.22E-02  0.44E+01  0.22E-04  0.96E+00
             20      0.21E-02  0.44E+01  0.22E-04  0.96E+00

     Power:  0.14407E+08


                         Increment number 401
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.11E+02  0.32E-04  0.96E+00
              2      0.23E-02  0.45E+01  0.23E-04  0.96E+00
              3      0.22E-02  0.45E+01  0.22E-04  0.96E+00
              4      0.22E-02  0.45E+01  0.22E-04  0.96E+00
              5      0.22E-02  0.45E+01  0.22E-04  0.96E+00
              6      0.22E-02  0.44E+01  0.22E-04  0.96E+00
              7      0.22E-02  0.44E+01  0.22E-04  0.96E+00
              8      0.22E-02  0.44E+01  0.22E-04  0.96E+00
              9      0.22E-02  0.44E+01  0.23E-04  0.96E+00
             10      0.21E-02  0.43E+01  0.23E-04  0.96E+00
             11      0.21E-02  0.43E+01  0.23E-04  0.96E+00
             12      0.21E-02  0.43E+01  0.23E-04  0.96E+00
             13      0.21E-02  0.42E+01  0.23E-04  0.96E+00
             14      0.21E-02  0.42E+01  0.24E-04  0.96E+00
             15      0.21E-02  0.42E+01  0.24E-04  0.96E+00
             16      0.21E-02  0.42E+01  0.24E-04  0.96E+00
             17      0.20E-02  0.41E+01  0.25E-04  0.96E+00
             18      0.20E-02  0.41E+01  0.25E-04  0.96E+00
             19      0.20E-02  0.41E+01  0.25E-04  0.96E+00
             20      0.20E-02  0.40E+01  0.26E-04  0.96E+00

     Power:  0.14415E+08


                         Increment number 402
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.19E-02  0.11E+02  0.37E-04  0.96E+00
              2      0.19E-02  0.39E+01  0.28E-04  0.96E+00
              3      0.19E-02  0.39E+01  0.27E-04  0.96E+00
              4      0.19E-02  0.39E+01  0.27E-04  0.96E+00
              5      0.19E-02  0.38E+01  0.27E-04  0.96E+00
              6      0.19E-02  0.38E+01  0.27E-04  0.96E+00
              7      0.19E-02  0.38E+01  0.28E-04  0.96E+00
              8      0.18E-02  0.38E+01  0.28E-04  0.96E+00
              9      0.18E-02  0.37E+01  0.28E-04  0.96E+00
             10      0.18E-02  0.37E+01  0.28E-04  0.97E+00
             11      0.18E-02  0.37E+01  0.29E-04  0.97E+00
             12      0.18E-02  0.36E+01  0.29E-04  0.97E+00
             13      0.18E-02  0.36E+01  0.29E-04  0.97E+00
             14      0.17E-02  0.36E+01  0.29E-04  0.97E+00
             15      0.17E-02  0.35E+01  0.29E-04  0.97E+00
             16      0.17E-02  0.35E+01  0.30E-04  0.97E+00
             17      0.17E-02  0.35E+01  0.30E-04  0.97E+00
             18      0.17E-02  0.34E+01  0.30E-04  0.97E+00
             19      0.17E-02  0.34E+01  0.31E-04  0.97E+00
             20      0.17E-02  0.34E+01  0.31E-04  0.97E+00

     Power:  0.14423E+08


                         Increment number 403
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.15E-02  0.12E+02  0.43E-04  0.97E+00
              2      0.14E-02  0.31E+01  0.33E-04  0.97E+00
              3      0.14E-02  0.31E+01  0.31E-04  0.97E+00
              4      0.14E-02  0.30E+01  0.32E-04  0.97E+00
              5      0.14E-02  0.30E+01  0.32E-04  0.97E+00
              6      0.14E-02  0.30E+01  0.32E-04  0.97E+00
              7      0.14E-02  0.29E+01  0.32E-04  0.97E+00
              8      0.13E-02  0.29E+01  0.32E-04  0.97E+00
              9      0.13E-02  0.29E+01  0.32E-04  0.97E+00
             10      0.13E-02  0.28E+01  0.33E-04  0.97E+00
             11      0.13E-02  0.28E+01  0.33E-04  0.97E+00
             12      0.13E-02  0.28E+01  0.33E-04  0.97E+00
             13      0.13E-02  0.28E+01  0.33E-04  0.98E+00
             14      0.13E-02  0.27E+01  0.33E-04  0.98E+00
             15      0.12E-02  0.27E+01  0.33E-04  0.98E+00
             16      0.12E-02  0.27E+01  0.34E-04  0.98E+00
             17      0.12E-02  0.26E+01  0.34E-04  0.98E+00
             18      0.12E-02  0.26E+01  0.34E-04  0.98E+00
             19      0.12E-02  0.26E+01  0.34E-04  0.98E+00
             20      0.12E-02  0.26E+01  0.34E-04  0.98E+00

     Power:  0.14432E+08


                         Increment number 404
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.94E-03  0.12E+02  0.47E-04  0.98E+00

     Power:  0.14440E+08


                         Increment number 405
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.18E+02  0.38E-04  0.98E+00
              2      0.99E-03  0.28E+01  0.37E-04  0.98E+00

     Power:  0.14449E+08


                         Increment number 406
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.13E-02  0.70E+01  0.36E-04  0.98E+00
              2      0.13E-02  0.36E+01  0.34E-04  0.98E+00
              3      0.13E-02  0.35E+01  0.33E-04  0.98E+00
              4      0.13E-02  0.35E+01  0.33E-04  0.98E+00
              5      0.12E-02  0.35E+01  0.33E-04  0.98E+00
              6      0.12E-02  0.35E+01  0.32E-04  0.98E+00
              7      0.12E-02  0.34E+01  0.32E-04  0.98E+00
              8      0.12E-02  0.34E+01  0.32E-04  0.98E+00
              9      0.12E-02  0.34E+01  0.32E-04  0.98E+00
             10      0.12E-02  0.34E+01  0.31E-04  0.98E+00
             11      0.12E-02  0.33E+01  0.31E-04  0.98E+00
             12      0.12E-02  0.33E+01  0.31E-04  0.98E+00
             13      0.12E-02  0.33E+01  0.31E-04  0.98E+00
             14      0.12E-02  0.33E+01  0.31E-04  0.98E+00
             15      0.12E-02  0.33E+01  0.31E-04  0.98E+00
             16      0.12E-02  0.32E+01  0.30E-04  0.98E+00
             17      0.12E-02  0.32E+01  0.30E-04  0.98E+00
             18      0.12E-02  0.32E+01  0.30E-04  0.98E+00
             19      0.12E-02  0.32E+01  0.30E-04  0.98E+00
             20      0.12E-02  0.32E+01  0.30E-04  0.98E+00

     Power:  0.14457E+08


                         Increment number 407
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.16E-02  0.10E+02  0.39E-04  0.97E+00
              2      0.16E-02  0.40E+01  0.31E-04  0.97E+00
              3      0.16E-02  0.39E+01  0.29E-04  0.97E+00
              4      0.16E-02  0.39E+01  0.29E-04  0.97E+00
              5      0.16E-02  0.39E+01  0.29E-04  0.97E+00
              6      0.16E-02  0.39E+01  0.28E-04  0.97E+00
