

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
              6      0.10E-02  0.49E-03  0.51E-04  0.98E+00
              7      0.10E-02  0.49E-03  0.51E-04  0.98E+00
              8      0.10E-02  0.49E-03  0.52E-04  0.98E+00
              9      0.10E-02  0.49E-03  0.52E-04  0.98E+00
             10      0.10E-02  0.49E-03  0.52E-04  0.98E+00
             11      0.10E-02  0.49E-03  0.52E-04  0.98E+00
             12      0.10E-02  0.49E-03  0.52E-04  0.98E+00
             13      0.10E-02  0.49E-03  0.52E-04  0.98E+00
             14      0.10E-02  0.49E-03  0.52E-04  0.98E+00
             15      0.10E-02  0.49E-03  0.52E-04  0.98E+00
             16      0.10E-02  0.49E-03  0.52E-04  0.98E+00
             17      0.10E-02  0.49E-03  0.52E-04  0.98E+00
             18      0.10E-02  0.49E-03  0.53E-04  0.98E+00
             19      0.10E-02  0.49E-03  0.53E-04  0.98E+00
             20      0.10E-02  0.49E-03  0.53E-04  0.98E+00

     Power:   134.70    


                         Increment number  24
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.97E-03  0.11E-01  0.51E-04  0.98E+00

     Power:   140.66    


                         Increment number  25
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.93E-03  0.29E-01  0.66E-04  0.98E+00

     Power:   146.63    


                         Increment number  26
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.93E-03  0.40E-01  0.90E-04  0.98E+00

     Power:   152.59    


                         Increment number  27
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.43E-01  0.11E-03  0.98E+00
              2      0.91E-03  0.19E-02  0.13E-03  0.98E+00

     Power:   158.55    


                         Increment number  28
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.41E-01  0.83E-04  0.98E+00
              2      0.92E-03  0.19E-02  0.12E-03  0.98E+00

     Power:   164.49    


                         Increment number  29
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.14E-02  0.63E-01  0.90E-04  0.97E+00
              2      0.11E-02  0.29E-02  0.19E-03  0.98E+00
              3      0.97E-03  0.77E-03  0.12E-03  0.98E+00

     Power:   170.40    


                         Increment number  30
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.22E-02  0.94E-01  0.11E-03  0.96E+00
              2      0.15E-02  0.37E-02  0.24E-03  0.97E+00
              3      0.12E-02  0.10E-02  0.17E-03  0.98E+00
              4      0.10E-02  0.77E-03  0.12E-03  0.98E+00
              5      0.95E-03  0.57E-03  0.99E-04  0.98E+00

     Power:   176.24    


                         Increment number  31
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.19E-02  0.97E-01  0.12E-03  0.96E+00
              2      0.13E-02  0.39E-02  0.30E-03  0.97E+00
              3      0.11E-02  0.13E-02  0.14E-03  0.98E+00
              4      0.10E-02  0.89E-03  0.10E-03  0.98E+00
              5      0.94E-03  0.57E-03  0.86E-04  0.98E+00

     Power:   182.00    


                         Increment number  32
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.17E-02  0.10E+00  0.14E-03  0.97E+00
              2      0.11E-02  0.49E-02  0.36E-03  0.98E+00
              3      0.10E-02  0.14E-02  0.13E-03  0.98E+00
              4      0.93E-03  0.93E-03  0.88E-04  0.98E+00

     Power:   187.63    


                         Increment number  33
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.21E-02  0.13E+00  0.18E-03  0.96E+00
              2      0.12E-02  0.68E-02  0.34E-03  0.98E+00
              3      0.10E-02  0.15E-02  0.19E-03  0.98E+00
              4      0.95E-03  0.80E-03  0.90E-04  0.98E+00

     Power:   193.06    


                         Increment number  34
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.34E-02  0.17E+00  0.20E-03  0.94E+00
              2      0.21E-02  0.11E-01  0.26E-03  0.96E+00
              3      0.18E-02  0.18E-02  0.28E-03  0.97E+00
              4      0.16E-02  0.11E-02  0.13E-03  0.97E+00
              5      0.15E-02  0.86E-03  0.11E-03  0.97E+00
              6      0.14E-02  0.75E-03  0.10E-03  0.97E+00
              7      0.13E-02  0.68E-03  0.98E-04  0.98E+00
              8      0.12E-02  0.63E-03  0.94E-04  0.98E+00
              9      0.11E-02  0.59E-03  0.90E-04  0.98E+00
             10      0.11E-02  0.56E-03  0.87E-04  0.98E+00
             11      0.99E-03  0.52E-03  0.84E-04  0.98E+00

     Power:   198.15    


                         Increment number  35
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.42E-02  0.20E+00  0.23E-03  0.92E+00
              2      0.26E-02  0.15E-01  0.25E-03  0.95E+00
              3      0.22E-02  0.23E-02  0.34E-03  0.96E+00
              4      0.20E-02  0.16E-02  0.16E-03  0.96E+00
              5      0.18E-02  0.12E-02  0.14E-03  0.96E+00
              6      0.17E-02  0.98E-03  0.12E-03  0.97E+00
              7      0.16E-02  0.87E-03  0.11E-03  0.97E+00
              8      0.15E-02  0.80E-03  0.11E-03  0.97E+00
              9      0.14E-02  0.75E-03  0.10E-03  0.97E+00
             10      0.13E-02  0.70E-03  0.99E-04  0.97E+00
             11      0.12E-02  0.66E-03  0.96E-04  0.98E+00
             12      0.12E-02  0.62E-03  0.93E-04  0.98E+00
             13      0.11E-02  0.59E-03  0.91E-04  0.98E+00
             14      0.10E-02  0.55E-03  0.88E-04  0.98E+00
             15      0.98E-03  0.53E-03  0.86E-04  0.98E+00

     Power:   202.76    


                         Increment number  36
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-02  0.22E+00  0.26E-03  0.92E+00
              2      0.28E-02  0.17E-01  0.24E-03  0.95E+00
              3      0.22E-02  0.24E-02  0.38E-03  0.96E+00
              4      0.19E-02  0.18E-02  0.19E-03  0.96E+00
              5      0.17E-02  0.13E-02  0.14E-03  0.97E+00
              6      0.16E-02  0.99E-03  0.12E-03  0.97E+00
              7      0.15E-02  0.84E-03  0.11E-03  0.97E+00
              8      0.14E-02  0.78E-03  0.10E-03  0.97E+00
              9      0.14E-02  0.74E-03  0.10E-03  0.97E+00
             10      0.13E-02  0.70E-03  0.98E-04  0.97E+00
             11      0.12E-02  0.67E-03  0.96E-04  0.98E+00
             12      0.12E-02  0.64E-03  0.94E-04  0.98E+00
             13      0.12E-02  0.61E-03  0.92E-04  0.98E+00
             14      0.11E-02  0.59E-03  0.91E-04  0.98E+00
             15      0.11E-02  0.56E-03  0.90E-04  0.98E+00
             16      0.10E-02  0.54E-03  0.89E-04  0.98E+00
             17      0.10E-02  0.53E-03  0.88E-04  0.98E+00
             18      0.98E-03  0.51E-03  0.87E-04  0.98E+00

     Power:   206.81    


                         Increment number  37
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.45E-02  0.21E+00  0.28E-03  0.92E+00
              2      0.27E-02  0.17E-01  0.25E-03  0.95E+00
              3      0.20E-02  0.24E-02  0.38E-03  0.96E+00
              4      0.17E-02  0.19E-02  0.20E-03  0.97E+00
              5      0.15E-02  0.13E-02  0.15E-03  0.97E+00
              6      0.14E-02  0.94E-03  0.12E-03  0.97E+00
              7      0.13E-02  0.76E-03  0.11E-03  0.97E+00
              8      0.13E-02  0.69E-03  0.10E-03  0.97E+00
              9      0.12E-02  0.66E-03  0.97E-04  0.98E+00
             10      0.12E-02  0.63E-03  0.96E-04  0.98E+00
             11      0.12E-02  0.61E-03  0.95E-04  0.98E+00
             12      0.12E-02  0.59E-03  0.94E-04  0.98E+00
             13      0.11E-02  0.58E-03  0.93E-04  0.98E+00
             14      0.11E-02  0.57E-03  0.93E-04  0.98E+00
             15      0.11E-02  0.56E-03  0.93E-04  0.98E+00
             16      0.11E-02  0.54E-03  0.92E-04  0.98E+00
             17      0.10E-02  0.53E-03  0.92E-04  0.98E+00
             18      0.10E-02  0.53E-03  0.92E-04  0.98E+00
             19      0.10E-02  0.52E-03  0.92E-04  0.98E+00
             20      0.10E-02  0.51E-03  0.92E-04  0.98E+00

     Power:   210.29    


                         Increment number  38
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.39E-02  0.19E+00  0.31E-03  0.93E+00
              2      0.24E-02  0.13E-01  0.26E-03  0.95E+00
              3      0.17E-02  0.23E-02  0.33E-03  0.97E+00
              4      0.14E-02  0.18E-02  0.19E-03  0.97E+00
              5      0.12E-02  0.12E-02  0.14E-03  0.98E+00
              6      0.12E-02  0.82E-03  0.12E-03  0.98E+00
              7      0.11E-02  0.66E-03  0.10E-03  0.98E+00
              8      0.11E-02  0.59E-03  0.10E-03  0.98E+00
              9      0.11E-02  0.57E-03  0.99E-04  0.98E+00
             10      0.11E-02  0.55E-03  0.98E-04  0.98E+00
             11      0.11E-02  0.54E-03  0.98E-04  0.98E+00
             12      0.10E-02  0.53E-03  0.97E-04  0.98E+00
             13      0.10E-02  0.52E-03  0.97E-04  0.98E+00
             14      0.10E-02  0.52E-03  0.97E-04  0.98E+00
             15      0.10E-02  0.51E-03  0.97E-04  0.98E+00
             16      0.10E-02  0.51E-03  0.97E-04  0.98E+00

     Power:   213.27    


                         Increment number  39
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.31E-02  0.16E+00  0.33E-03  0.94E+00
              2      0.19E-02  0.99E-02  0.29E-03  0.96E+00
              3      0.14E-02  0.23E-02  0.28E-03  0.97E+00
              4      0.12E-02  0.16E-02  0.16E-03  0.98E+00
              5      0.11E-02  0.10E-02  0.13E-03  0.98E+00
              6      0.10E-02  0.68E-03  0.11E-03  0.98E+00
              7      0.10E-02  0.56E-03  0.11E-03  0.98E+00
              8      0.98E-03  0.52E-03  0.10E-03  0.98E+00

     Power:   215.84    


                         Increment number  40
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.14E+00  0.34E-03  0.95E+00
              2      0.15E-02  0.77E-02  0.36E-03  0.97E+00
              3      0.12E-02  0.23E-02  0.23E-03  0.98E+00
              4      0.11E-02  0.13E-02  0.14E-03  0.98E+00
              5      0.10E-02  0.84E-03  0.12E-03  0.98E+00

     Power:   218.07    


                         Increment number  41
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.21E-02  0.12E+00  0.35E-03  0.96E+00
              2      0.14E-02  0.67E-02  0.41E-03  0.97E+00
              3      0.12E-02  0.24E-02  0.20E-03  0.98E+00
              4      0.11E-02  0.11E-02  0.13E-03  0.98E+00
              5      0.97E-03  0.75E-03  0.12E-03  0.98E+00

     Power:   220.04    


                         Increment number  42
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.17E-02  0.10E+00  0.35E-03  0.97E+00
              2      0.12E-02  0.58E-02  0.42E-03  0.98E+00
              3      0.11E-02  0.23E-02  0.18E-03  0.98E+00
              4      0.98E-03  0.94E-03  0.12E-03  0.98E+00

     Power:   221.77    


                         Increment number  43
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.16E-02  0.90E-01  0.35E-03  0.97E+00
              2      0.12E-02  0.52E-02  0.42E-03  0.98E+00
              3      0.11E-02  0.21E-02  0.16E-03  0.98E+00
              4      0.95E-03  0.86E-03  0.12E-03  0.98E+00

     Power:   223.33    


                         Increment number  44
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.15E-02  0.79E-01  0.33E-03  0.97E+00
              2      0.11E-02  0.45E-02  0.41E-03  0.98E+00
              3      0.99E-03  0.19E-02  0.16E-03  0.98E+00

     Power:   224.72    


                         Increment number  45
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.16E-02  0.70E-01  0.32E-03  0.97E+00
              2      0.12E-02  0.39E-02  0.39E-03  0.98E+00
              3      0.10E-02  0.17E-02  0.15E-03  0.98E+00
              4      0.94E-03  0.77E-03  0.12E-03  0.98E+00

     Power:   225.99    


                         Increment number  46
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.14E-02  0.62E-01  0.31E-03  0.97E+00
              2      0.11E-02  0.34E-02  0.38E-03  0.98E+00
              3      0.10E-02  0.17E-02  0.14E-03  0.98E+00
              4      0.95E-03  0.71E-03  0.11E-03  0.98E+00

     Power:   227.14    


                         Increment number  47
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.14E-02  0.54E-01  0.30E-03  0.97E+00
              2      0.11E-02  0.30E-02  0.37E-03  0.98E+00
              3      0.11E-02  0.16E-02  0.13E-03  0.98E+00
              4      0.10E-02  0.70E-03  0.11E-03  0.98E+00
              5      0.98E-03  0.56E-03  0.11E-03  0.98E+00

     Power:   228.20    


                         Increment number  48
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.13E-02  0.48E-01  0.29E-03  0.98E+00
              2      0.11E-02  0.27E-02  0.35E-03  0.98E+00
              3      0.11E-02  0.15E-02  0.13E-03  0.98E+00
              4      0.11E-02  0.68E-03  0.11E-03  0.98E+00
              5      0.10E-02  0.56E-03  0.11E-03  0.98E+00
              6      0.10E-02  0.54E-03  0.11E-03  0.98E+00
              7      0.98E-03  0.52E-03  0.10E-03  0.98E+00

     Power:   229.18    


                         Increment number  49
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.41E-01  0.29E-03  0.98E+00
              2      0.11E-02  0.25E-02  0.33E-03  0.98E+00
              3      0.10E-02  0.13E-02  0.12E-03  0.98E+00
              4      0.10E-02  0.63E-03  0.11E-03  0.98E+00
              5      0.10E-02  0.53E-03  0.10E-03  0.98E+00

     Power:   230.09    


                         Increment number  50
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.36E-01  0.28E-03  0.98E+00
              2      0.10E-02  0.23E-02  0.30E-03  0.98E+00
              3      0.10E-02  0.11E-02  0.11E-03  0.98E+00
              4      0.10E-02  0.60E-03  0.10E-03  0.98E+00
              5      0.99E-03  0.52E-03  0.10E-03  0.98E+00

     Power:   230.95    


                         Increment number  51
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.32E-01  0.26E-03  0.98E+00
              2      0.10E-02  0.20E-02  0.28E-03  0.98E+00
              3      0.98E-03  0.10E-02  0.11E-03  0.98E+00

     Power:   231.76    


                         Increment number  52
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.29E-01  0.25E-03  0.98E+00
              2      0.99E-03  0.18E-02  0.26E-03  0.98E+00

     Power:   232.52    


                         Increment number  53
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.27E-01  0.23E-03  0.98E+00
              2      0.10E-02  0.15E-02  0.25E-03  0.98E+00
              3      0.99E-03  0.92E-03  0.11E-03  0.98E+00

     Power:   233.26    


                         Increment number  54
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.23E-01  0.23E-03  0.98E+00
              2      0.10E-02  0.15E-02  0.22E-03  0.98E+00

     Power:   233.95    


                         Increment number  55
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.23E-01  0.21E-03  0.98E+00
              2      0.10E-02  0.13E-02  0.22E-03  0.98E+00
              3      0.10E-02  0.79E-03  0.10E-03  0.98E+00
              4      0.10E-02  0.53E-03  0.10E-03  0.98E+00
              5      0.99E-03  0.51E-03  0.10E-03  0.98E+00

     Power:   234.62    


                         Increment number  56
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.20E-01  0.21E-03  0.98E+00
              2      0.10E-02  0.13E-02  0.20E-03  0.98E+00
              3      0.10E-02  0.68E-03  0.10E-03  0.98E+00
              4      0.10E-02  0.52E-03  0.98E-04  0.98E+00

     Power:   235.25    


                         Increment number  57
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.19E-01  0.20E-03  0.98E+00
              2      0.10E-02  0.12E-02  0.19E-03  0.98E+00
              3      0.10E-02  0.67E-03  0.10E-03  0.98E+00
              4      0.10E-02  0.52E-03  0.97E-04  0.98E+00
              5      0.99E-03  0.51E-03  0.97E-04  0.98E+00

     Power:   235.86    


                         Increment number  58
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.18E-01  0.19E-03  0.98E+00
              2      0.10E-02  0.11E-02  0.19E-03  0.98E+00
              3      0.10E-02  0.65E-03  0.99E-04  0.98E+00
              4      0.99E-03  0.52E-03  0.96E-04  0.98E+00

     Power:   236.45    


                         Increment number  59
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.17E-01  0.18E-03  0.98E+00
              2      0.10E-02  0.11E-02  0.18E-03  0.98E+00
              3      0.10E-02  0.62E-03  0.98E-04  0.98E+00
              4      0.10E-02  0.51E-03  0.95E-04  0.98E+00

     Power:   237.02    


                         Increment number  60
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.16E-01  0.17E-03  0.98E+00
              2      0.10E-02  0.10E-02  0.17E-03  0.98E+00
              3      0.10E-02  0.61E-03  0.97E-04  0.98E+00
              4      0.10E-02  0.51E-03  0.95E-04  0.98E+00

     Power:   237.56    


                         Increment number  61
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.15E-01  0.17E-03  0.98E+00
              2      0.10E-02  0.95E-03  0.16E-03  0.98E+00
              3      0.10E-02  0.59E-03  0.96E-04  0.98E+00
              4      0.10E-02  0.51E-03  0.94E-04  0.98E+00

     Power:   238.09    


                         Increment number  62
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.14E-01  0.16E-03  0.98E+00
              2      0.10E-02  0.91E-03  0.16E-03  0.98E+00
              3      0.10E-02  0.58E-03  0.95E-04  0.98E+00
              4      0.10E-02  0.51E-03  0.93E-04  0.98E+00

     Power:   238.60    


                         Increment number  63
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.14E-01  0.16E-03  0.98E+00
              2      0.10E-02  0.87E-03  0.15E-03  0.98E+00
              3      0.10E-02  0.57E-03  0.94E-04  0.98E+00

     Power:   239.09    


                         Increment number  64
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.13E-01  0.15E-03  0.98E+00
              2      0.10E-02  0.84E-03  0.15E-03  0.98E+00
              3      0.10E-02  0.56E-03  0.94E-04  0.98E+00
              4      0.99E-03  0.51E-03  0.92E-04  0.98E+00

     Power:   239.57    


                         Increment number  65
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.12E-01  0.15E-03  0.98E+00
              2      0.10E-02  0.79E-03  0.15E-03  0.98E+00

     Power:   240.03    


                         Increment number  66
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.12E-01  0.14E-03  0.98E+00
              2      0.10E-02  0.75E-03  0.14E-03  0.98E+00
              3      0.10E-02  0.55E-03  0.93E-04  0.98E+00

     Power:   240.48    


                         Increment number  67
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.10E-01  0.14E-03  0.98E+00
              2      0.10E-02  0.74E-03  0.13E-03  0.98E+00
              3      0.99E-03  0.53E-03  0.92E-04  0.98E+00

     Power:   240.92    


                         Increment number  68
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.10E-01  0.14E-03  0.98E+00
              2      0.10E-02  0.71E-03  0.13E-03  0.98E+00

     Power:   241.34    


                         Increment number  69
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.10E-01  0.13E-03  0.98E+00
              2      0.10E-02  0.68E-03  0.13E-03  0.98E+00

     Power:   241.76    


                         Increment number  70
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.96E-02  0.13E-03  0.98E+00
              2      0.10E-02  0.67E-03  0.13E-03  0.98E+00
              3      0.10E-02  0.53E-03  0.90E-04  0.98E+00

     Power:   242.16    


                         Increment number  71
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.89E-02  0.13E-03  0.98E+00
              2      0.10E-02  0.66E-03  0.12E-03  0.98E+00

     Power:   242.55    


                         Increment number  72
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.93E-02  0.12E-03  0.98E+00
              2      0.10E-02  0.64E-03  0.13E-03  0.98E+00

     Power:   242.94    


                         Increment number  73
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.87E-02  0.12E-03  0.98E+00
              2      0.10E-02  0.63E-03  0.12E-03  0.98E+00
              3      0.10E-02  0.52E-03  0.89E-04  0.98E+00

     Power:   243.31    


                         Increment number  74
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.82E-02  0.12E-03  0.98E+00
              2      0.10E-02  0.63E-03  0.12E-03  0.98E+00
              3      0.99E-03  0.51E-03  0.88E-04  0.98E+00

     Power:   243.68    


                         Increment number  75
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.83E-02  0.12E-03  0.98E+00
              2      0.10E-02  0.62E-03  0.12E-03  0.98E+00

     Power:   244.04    


                         Increment number  76
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.83E-02  0.12E-03  0.98E+00
              2      0.10E-02  0.61E-03  0.12E-03  0.98E+00
              3      0.10E-02  0.51E-03  0.88E-04  0.98E+00

     Power:   244.39    


                         Increment number  77
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.76E-02  0.12E-03  0.98E+00
              2      0.10E-02  0.61E-03  0.11E-03  0.98E+00
              3      0.10E-02  0.51E-03  0.87E-04  0.98E+00
              4      0.10E-02  0.50E-03  0.86E-04  0.98E+00

     Power:   244.73    


                         Increment number  78
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.78E-02  0.11E-03  0.98E+00
              2      0.10E-02  0.60E-03  0.11E-03  0.98E+00
              3      0.10E-02  0.51E-03  0.86E-04  0.98E+00

     Power:   245.06    


                         Increment number  79
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.75E-02  0.11E-03  0.98E+00
              2      0.10E-02  0.60E-03  0.11E-03  0.98E+00
              3      0.10E-02  0.51E-03  0.86E-04  0.98E+00
              4      0.10E-02  0.50E-03  0.85E-04  0.98E+00

     Power:   245.39    


                         Increment number  80
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.73E-02  0.11E-03  0.98E+00
              2      0.10E-02  0.60E-03  0.11E-03  0.98E+00
              3      0.10E-02  0.51E-03  0.85E-04  0.98E+00
              4      0.10E-02  0.50E-03  0.85E-04  0.98E+00
              5      0.10E-02  0.50E-03  0.85E-04  0.98E+00

     Power:   245.71    


                         Increment number  81
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.71E-02  0.11E-03  0.98E+00
              2      0.10E-02  0.59E-03  0.11E-03  0.98E+00

     Power:   246.03    


                         Increment number  82
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.71E-02  0.11E-03  0.98E+00
              2      0.10E-02  0.58E-03  0.11E-03  0.98E+00
              3      0.10E-02  0.51E-03  0.85E-04  0.98E+00
              4      0.10E-02  0.50E-03  0.84E-04  0.98E+00
              5      0.10E-02  0.50E-03  0.84E-04  0.98E+00

     Power:   246.34    


                         Increment number  83
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.66E-02  0.11E-03  0.98E+00
              2      0.10E-02  0.58E-03  0.11E-03  0.98E+00
              3      0.10E-02  0.50E-03  0.84E-04  0.98E+00
              4      0.10E-02  0.50E-03  0.83E-04  0.98E+00

     Power:   246.64    


                         Increment number  84
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.66E-02  0.11E-03  0.98E+00
              2      0.10E-02  0.57E-03  0.11E-03  0.98E+00
              3      0.10E-02  0.50E-03  0.83E-04  0.98E+00
              4      0.10E-02  0.49E-03  0.83E-04  0.98E+00

     Power:   246.94    


                         Increment number  85
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.64E-02  0.11E-03  0.98E+00
              2      0.10E-02  0.57E-03  0.10E-03  0.98E+00
              3      0.10E-02  0.50E-03  0.83E-04  0.98E+00
              4      0.10E-02  0.49E-03  0.82E-04  0.98E+00
              5      0.10E-02  0.49E-03  0.82E-04  0.98E+00

     Power:   247.24    


                         Increment number  86
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.63E-02  0.10E-03  0.98E+00
              2      0.10E-02  0.57E-03  0.10E-03  0.98E+00
              3      0.10E-02  0.50E-03  0.82E-04  0.98E+00
              4      0.10E-02  0.49E-03  0.82E-04  0.98E+00
              5      0.10E-02  0.49E-03  0.82E-04  0.98E+00
              6      0.10E-02  0.49E-03  0.81E-04  0.98E+00
              7      0.10E-02  0.49E-03  0.81E-04  0.98E+00
              8      0.10E-02  0.49E-03  0.81E-04  0.98E+00

     Power:   247.52    


                         Increment number  87
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.62E-02  0.10E-03  0.98E+00
              2      0.10E-02  0.56E-03  0.10E-03  0.98E+00
              3      0.10E-02  0.50E-03  0.81E-04  0.98E+00
              4      0.10E-02  0.49E-03  0.81E-04  0.98E+00
              5      0.10E-02  0.49E-03  0.81E-04  0.98E+00
              6      0.10E-02  0.49E-03  0.81E-04  0.98E+00
              7      0.10E-02  0.49E-03  0.81E-04  0.98E+00
              8      0.10E-02  0.49E-03  0.81E-04  0.98E+00
              9      0.10E-02  0.49E-03  0.80E-04  0.98E+00
             10      0.10E-02  0.49E-03  0.80E-04  0.98E+00
             11      0.10E-02  0.49E-03  0.80E-04  0.98E+00
             12      0.10E-02  0.49E-03  0.80E-04  0.98E+00

     Power:   247.80    


                         Increment number  88
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.61E-02  0.10E-03  0.98E+00
              2      0.10E-02  0.56E-03  0.10E-03  0.98E+00
              3      0.10E-02  0.49E-03  0.80E-04  0.98E+00
              4      0.10E-02  0.49E-03  0.80E-04  0.98E+00
              5      0.10E-02  0.49E-03  0.80E-04  0.98E+00
              6      0.10E-02  0.49E-03  0.80E-04  0.98E+00
              7      0.10E-02  0.49E-03  0.80E-04  0.98E+00
              8      0.10E-02  0.49E-03  0.80E-04  0.98E+00
              9      0.10E-02  0.49E-03  0.80E-04  0.98E+00
             10      0.10E-02  0.49E-03  0.79E-04  0.98E+00
             11      0.10E-02  0.49E-03  0.79E-04  0.98E+00
             12      0.10E-02  0.49E-03  0.79E-04  0.98E+00
             13      0.10E-02  0.49E-03  0.79E-04  0.98E+00
