

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
             14      0.10E-02  0.49E-03  0.79E-04  0.98E+00
             15      0.10E-02  0.49E-03  0.79E-04  0.98E+00
             16      0.10E-02  0.49E-03  0.79E-04  0.98E+00
             17      0.10E-02  0.49E-03  0.79E-04  0.98E+00
             18      0.10E-02  0.49E-03  0.79E-04  0.98E+00
             19      0.10E-02  0.49E-03  0.79E-04  0.98E+00
             20      0.10E-02  0.49E-03  0.79E-04  0.98E+00

     Power:   248.08    


                         Increment number  89
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.62E-02  0.10E-03  0.98E+00
              2      0.10E-02  0.57E-03  0.10E-03  0.98E+00
              3      0.10E-02  0.49E-03  0.79E-04  0.98E+00
              4      0.10E-02  0.49E-03  0.79E-04  0.98E+00
              5      0.10E-02  0.49E-03  0.78E-04  0.98E+00
              6      0.10E-02  0.49E-03  0.78E-04  0.98E+00
              7      0.10E-02  0.49E-03  0.78E-04  0.98E+00
              8      0.10E-02  0.49E-03  0.78E-04  0.98E+00
              9      0.10E-02  0.49E-03  0.78E-04  0.98E+00
             10      0.10E-02  0.49E-03  0.78E-04  0.98E+00
             11      0.10E-02  0.49E-03  0.78E-04  0.98E+00
             12      0.10E-02  0.49E-03  0.78E-04  0.98E+00
             13      0.10E-02  0.49E-03  0.78E-04  0.98E+00
             14      0.10E-02  0.49E-03  0.78E-04  0.98E+00
             15      0.10E-02  0.49E-03  0.78E-04  0.98E+00
             16      0.10E-02  0.49E-03  0.78E-04  0.98E+00
             17      0.10E-02  0.48E-03  0.78E-04  0.98E+00
             18      0.10E-02  0.48E-03  0.77E-04  0.98E+00
             19      0.10E-02  0.48E-03  0.77E-04  0.98E+00
             20      0.10E-02  0.48E-03  0.77E-04  0.98E+00

     Power:   248.35    


                         Increment number  90
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.61E-02  0.10E-03  0.98E+00
              2      0.10E-02  0.57E-03  0.98E-04  0.98E+00
              3      0.10E-02  0.49E-03  0.77E-04  0.98E+00
              4      0.10E-02  0.49E-03  0.77E-04  0.98E+00
              5      0.10E-02  0.49E-03  0.77E-04  0.98E+00
              6      0.10E-02  0.49E-03  0.77E-04  0.98E+00
              7      0.10E-02  0.49E-03  0.77E-04  0.98E+00
              8      0.10E-02  0.49E-03  0.77E-04  0.98E+00
              9      0.10E-02  0.49E-03  0.77E-04  0.98E+00
             10      0.10E-02  0.49E-03  0.77E-04  0.98E+00
             11      0.10E-02  0.49E-03  0.76E-04  0.98E+00
             12      0.10E-02  0.49E-03  0.76E-04  0.98E+00
             13      0.10E-02  0.49E-03  0.76E-04  0.98E+00
             14      0.10E-02  0.49E-03  0.76E-04  0.98E+00
             15      0.10E-02  0.49E-03  0.76E-04  0.98E+00
             16      0.10E-02  0.49E-03  0.76E-04  0.98E+00
             17      0.10E-02  0.49E-03  0.76E-04  0.98E+00
             18      0.10E-02  0.49E-03  0.76E-04  0.98E+00
             19      0.10E-02  0.49E-03  0.76E-04  0.98E+00
             20      0.10E-02  0.49E-03  0.76E-04  0.98E+00

     Power:   248.61    


                         Increment number  91
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.59E-02  0.99E-04  0.98E+00
              2      0.10E-02  0.57E-03  0.96E-04  0.98E+00
              3      0.10E-02  0.50E-03  0.76E-04  0.98E+00
              4      0.10E-02  0.49E-03  0.76E-04  0.98E+00
              5      0.10E-02  0.49E-03  0.75E-04  0.98E+00
              6      0.10E-02  0.49E-03  0.75E-04  0.98E+00
              7      0.10E-02  0.49E-03  0.75E-04  0.98E+00
              8      0.10E-02  0.49E-03  0.75E-04  0.98E+00
              9      0.10E-02  0.49E-03  0.75E-04  0.98E+00
             10      0.10E-02  0.49E-03  0.75E-04  0.98E+00
             11      0.10E-02  0.49E-03  0.75E-04  0.98E+00
             12      0.10E-02  0.49E-03  0.75E-04  0.98E+00
             13      0.10E-02  0.49E-03  0.75E-04  0.98E+00
             14      0.10E-02  0.49E-03  0.75E-04  0.98E+00
             15      0.10E-02  0.49E-03  0.75E-04  0.98E+00
             16      0.10E-02  0.49E-03  0.75E-04  0.98E+00
             17      0.10E-02  0.49E-03  0.75E-04  0.98E+00
             18      0.10E-02  0.49E-03  0.74E-04  0.98E+00
             19      0.10E-02  0.49E-03  0.74E-04  0.98E+00
             20      0.10E-02  0.49E-03  0.74E-04  0.98E+00

     Power:   248.87    


                         Increment number  92
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.58E-02  0.97E-04  0.98E+00
              2      0.10E-02  0.57E-03  0.94E-04  0.98E+00
              3      0.10E-02  0.50E-03  0.74E-04  0.98E+00
              4      0.10E-02  0.50E-03  0.74E-04  0.98E+00
              5      0.10E-02  0.50E-03  0.74E-04  0.98E+00
              6      0.10E-02  0.50E-03  0.74E-04  0.98E+00
              7      0.10E-02  0.50E-03  0.74E-04  0.98E+00
              8      0.10E-02  0.50E-03  0.74E-04  0.98E+00
              9      0.10E-02  0.50E-03  0.74E-04  0.98E+00
             10      0.10E-02  0.50E-03  0.74E-04  0.98E+00
             11      0.10E-02  0.50E-03  0.74E-04  0.98E+00
             12      0.10E-02  0.50E-03  0.73E-04  0.98E+00
             13      0.10E-02  0.50E-03  0.73E-04  0.98E+00
             14      0.10E-02  0.50E-03  0.73E-04  0.98E+00
             15      0.10E-02  0.50E-03  0.73E-04  0.98E+00
             16      0.10E-02  0.50E-03  0.73E-04  0.98E+00
             17      0.10E-02  0.50E-03  0.73E-04  0.98E+00
             18      0.10E-02  0.50E-03  0.73E-04  0.98E+00
             19      0.10E-02  0.49E-03  0.73E-04  0.98E+00
             20      0.10E-02  0.50E-03  0.73E-04  0.98E+00

     Power:   249.13    


                         Increment number  93
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.57E-02  0.96E-04  0.98E+00
              2      0.11E-02  0.57E-03  0.93E-04  0.98E+00
              3      0.11E-02  0.50E-03  0.73E-04  0.98E+00
              4      0.11E-02  0.50E-03  0.73E-04  0.98E+00
              5      0.11E-02  0.50E-03  0.73E-04  0.98E+00
              6      0.11E-02  0.50E-03  0.73E-04  0.98E+00
              7      0.11E-02  0.50E-03  0.72E-04  0.98E+00
              8      0.11E-02  0.50E-03  0.72E-04  0.98E+00
              9      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             10      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             11      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             12      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             13      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             14      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             15      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             16      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             17      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             18      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             19      0.11E-02  0.50E-03  0.72E-04  0.98E+00
             20      0.10E-02  0.50E-03  0.72E-04  0.98E+00

     Power:   249.38    


                         Increment number  94
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.56E-02  0.94E-04  0.98E+00
              2      0.11E-02  0.57E-03  0.91E-04  0.98E+00
              3      0.11E-02  0.50E-03  0.72E-04  0.98E+00
              4      0.11E-02  0.50E-03  0.72E-04  0.98E+00
              5      0.11E-02  0.50E-03  0.71E-04  0.98E+00
              6      0.11E-02  0.50E-03  0.71E-04  0.98E+00
              7      0.11E-02  0.50E-03  0.71E-04  0.98E+00
              8      0.11E-02  0.50E-03  0.71E-04  0.98E+00
              9      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             10      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             11      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             12      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             13      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             14      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             15      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             16      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             17      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             18      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             19      0.11E-02  0.50E-03  0.71E-04  0.98E+00
             20      0.11E-02  0.50E-03  0.71E-04  0.98E+00

     Power:   249.63    


                         Increment number  95
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.55E-02  0.93E-04  0.98E+00
              2      0.11E-02  0.56E-03  0.90E-04  0.98E+00
              3      0.11E-02  0.50E-03  0.71E-04  0.98E+00
              4      0.11E-02  0.50E-03  0.71E-04  0.98E+00
              5      0.11E-02  0.50E-03  0.71E-04  0.98E+00
              6      0.11E-02  0.50E-03  0.71E-04  0.98E+00
              7      0.11E-02  0.50E-03  0.71E-04  0.98E+00
              8      0.11E-02  0.50E-03  0.70E-04  0.98E+00
              9      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             10      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             11      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             12      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             13      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             14      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             15      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             16      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             17      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             18      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             19      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             20      0.11E-02  0.50E-03  0.70E-04  0.98E+00

     Power:   249.88    


                         Increment number  96
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.55E-02  0.92E-04  0.98E+00
              2      0.11E-02  0.56E-03  0.89E-04  0.98E+00
              3      0.11E-02  0.50E-03  0.70E-04  0.98E+00
              4      0.11E-02  0.50E-03  0.70E-04  0.98E+00
              5      0.11E-02  0.50E-03  0.70E-04  0.98E+00
              6      0.11E-02  0.50E-03  0.70E-04  0.98E+00
              7      0.11E-02  0.50E-03  0.70E-04  0.98E+00
              8      0.11E-02  0.50E-03  0.70E-04  0.98E+00
              9      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             10      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             11      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             12      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             13      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             14      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             15      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             16      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             17      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             18      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             19      0.11E-02  0.50E-03  0.70E-04  0.98E+00
             20      0.11E-02  0.50E-03  0.70E-04  0.98E+00

     Power:   250.12    


                         Increment number  97
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.54E-02  0.91E-04  0.98E+00
              2      0.11E-02  0.55E-03  0.88E-04  0.98E+00
              3      0.11E-02  0.50E-03  0.70E-04  0.98E+00
              4      0.11E-02  0.49E-03  0.70E-04  0.98E+00
              5      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              6      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              7      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              8      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              9      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             10      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             11      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             12      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             13      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             14      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             15      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             16      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             17      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             18      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             19      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             20      0.10E-02  0.49E-03  0.70E-04  0.98E+00

     Power:   250.35    


                         Increment number  98
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.54E-02  0.90E-04  0.98E+00
              2      0.10E-02  0.54E-03  0.88E-04  0.98E+00
              3      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              4      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              5      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              6      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              7      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              8      0.10E-02  0.49E-03  0.70E-04  0.98E+00
              9      0.10E-02  0.49E-03  0.70E-04  0.98E+00
             10      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             11      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             12      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             13      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             14      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             15      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             16      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             17      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             18      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             19      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             20      0.10E-02  0.48E-03  0.70E-04  0.98E+00

     Power:   250.59    


                         Increment number  99
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.54E-02  0.90E-04  0.98E+00
              2      0.10E-02  0.53E-03  0.88E-04  0.98E+00
              3      0.10E-02  0.48E-03  0.70E-04  0.98E+00
              4      0.10E-02  0.48E-03  0.70E-04  0.98E+00
              5      0.10E-02  0.48E-03  0.70E-04  0.98E+00
              6      0.10E-02  0.48E-03  0.70E-04  0.98E+00
              7      0.10E-02  0.48E-03  0.70E-04  0.98E+00
              8      0.10E-02  0.48E-03  0.70E-04  0.98E+00
              9      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             10      0.10E-02  0.48E-03  0.70E-04  0.98E+00
             11      0.10E-02  0.47E-03  0.70E-04  0.98E+00
             12      0.10E-02  0.47E-03  0.70E-04  0.98E+00
             13      0.10E-02  0.47E-03  0.70E-04  0.98E+00
             14      0.10E-02  0.47E-03  0.70E-04  0.98E+00
             15      0.10E-02  0.47E-03  0.70E-04  0.98E+00
             16      0.10E-02  0.47E-03  0.70E-04  0.98E+00
             17      0.10E-02  0.47E-03  0.70E-04  0.98E+00
             18      0.10E-02  0.47E-03  0.70E-04  0.98E+00
             19      0.10E-02  0.47E-03  0.70E-04  0.98E+00
             20      0.10E-02  0.47E-03  0.70E-04  0.98E+00

     Power:   250.82    


                         Increment number 100
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.53E-02  0.90E-04  0.98E+00

     Power:   251.06    


                         Increment number 101
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.91E-02  0.79E-04  0.98E+00

     Power:   251.29    


                         Increment number 102
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.82E-02  0.91E-04  0.98E+00

     Power:   251.52    


                         Increment number 103
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.46E-02  0.85E-04  0.98E+00

     Power:   251.74    


                         Increment number 104
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.30E-02  0.79E-04  0.98E+00

     Power:   251.97    


                         Increment number 105
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.31E-02  0.80E-04  0.98E+00

     Power:   252.19    


                         Increment number 106
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.49E-02  0.75E-04  0.98E+00

     Power:   252.40    


                         Increment number 107
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.67E-02  0.74E-04  0.98E+00

     Power:   252.62    


                         Increment number 108
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.61E-02  0.80E-04  0.98E+00

     Power:   252.83    


                         Increment number 109
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.41E-02  0.79E-04  0.98E+00

     Power:   253.05    


                         Increment number 110
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.34E-02  0.75E-04  0.98E+00

     Power:   253.26    


                         Increment number 111
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.35E-02  0.75E-04  0.98E+00

     Power:   253.46    


                         Increment number 112
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.42E-02  0.73E-04  0.98E+00

     Power:   253.67    


                         Increment number 113
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.54E-02  0.72E-04  0.98E+00

     Power:   253.87    


                         Increment number 114
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.51E-02  0.76E-04  0.98E+00
              2      0.10E-02  0.49E-03  0.87E-04  0.98E+00

     Power:   254.07    


                         Increment number 115
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.21E-02  0.83E-04  0.98E+00

     Power:   254.27    


                         Increment number 116
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.38E-02  0.78E-04  0.98E+00
              2      0.10E-02  0.49E-03  0.79E-04  0.98E+00

     Power:   254.47    


                         Increment number 117
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.44E-02  0.78E-04  0.98E+00

     Power:   254.67    


                         Increment number 118
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.71E-02  0.74E-04  0.98E+00
              2      0.10E-02  0.50E-03  0.98E-04  0.98E+00

     Power:   254.86    


                         Increment number 119
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.21E-02  0.80E-04  0.98E+00

     Power:   255.06    


                         Increment number 120
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.39E-02  0.75E-04  0.98E+00
              2      0.10E-02  0.49E-03  0.80E-04  0.98E+00

     Power:   255.25    


                         Increment number 121
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.38E-02  0.77E-04  0.98E+00

     Power:   255.44    


                         Increment number 122
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.64E-02  0.73E-04  0.98E+00

     Power:   255.63    


                         Increment number 123
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.57E-02  0.81E-04  0.98E+00

     Power:   255.81    


                         Increment number 124
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.34E-02  0.77E-04  0.98E+00

     Power:   256.00    


                         Increment number 125
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.99E-03  0.25E-02  0.72E-04  0.98E+00

     Power:   256.18    


                         Increment number 126
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.98E-03  0.20E-02  0.73E-04  0.98E+00

     Power:   256.37    


                         Increment number 127
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.98E-03  0.38E-02  0.70E-04  0.98E+00

     Power:   256.55    


                         Increment number 128
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.97E-03  0.54E-02  0.71E-04  0.98E+00

     Power:   256.73    


                         Increment number 129
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.96E-03  0.46E-02  0.77E-04  0.98E+00

     Power:   256.91    


                         Increment number 130
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.96E-03  0.29E-02  0.74E-04  0.98E+00

     Power:   257.09    


                         Increment number 131
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.95E-03  0.27E-02  0.70E-04  0.98E+00

     Power:   257.27    


                         Increment number 132
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.94E-03  0.23E-02  0.71E-04  0.98E+00

     Power:   257.45    


                         Increment number 133
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.93E-03  0.35E-02  0.69E-04  0.98E+00

     Power:   257.62    


                         Increment number 134
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.92E-03  0.49E-02  0.70E-04  0.98E+00

     Power:   257.80    


                         Increment number 135
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.91E-03  0.42E-02  0.75E-04  0.98E+00

     Power:   257.97    


                         Increment number 136
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.90E-03  0.27E-02  0.73E-04  0.98E+00

     Power:   258.15    


                         Increment number 137
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.89E-03  0.27E-02  0.70E-04  0.98E+00

     Power:   258.32    


                         Increment number 138
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.88E-03  0.24E-02  0.71E-04  0.98E+00

     Power:   258.49    


                         Increment number 139
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.87E-03  0.33E-02  0.68E-04  0.98E+00

     Power:   258.66    


                         Increment number 140
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.86E-03  0.46E-02  0.69E-04  0.98E+00

     Power:   258.83    


                         Increment number 141
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.39E-02  0.74E-04  0.98E+00

     Power:   259.00    


                         Increment number 142
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.85E-03  0.26E-02  0.72E-04  0.98E+00

     Power:   259.17    


                         Increment number 143
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.84E-03  0.27E-02  0.69E-04  0.98E+00

     Power:   259.33    


                         Increment number 144
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.24E-02  0.70E-04  0.98E+00

     Power:   259.50    


                         Increment number 145
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.83E-03  0.31E-02  0.68E-04  0.98E+00

     Power:   259.67    


                         Increment number 146
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.82E-03  0.44E-02  0.69E-04  0.98E+00

     Power:   259.83    


                         Increment number 147
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.82E-03  0.39E-02  0.73E-04  0.98E+00

     Power:   260.00    


                         Increment number 148
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.26E-02  0.72E-04  0.98E+00

     Power:   260.16    


                         Increment number 149
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.27E-02  0.69E-04  0.98E+00

     Power:   260.32    


                         Increment number 150
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.24E-02  0.70E-04  0.98E+00

     Power:   260.49    


                         Increment number 151
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.30E-02  0.68E-04  0.98E+00

     Power:   260.65    


                         Increment number 152
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.42E-02  0.68E-04  0.98E+00

     Power:   260.81    


                         Increment number 153
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.38E-02  0.72E-04  0.98E+00

     Power:   260.97    


                         Increment number 154
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.25E-02  0.72E-04  0.98E+00

     Power:   261.13    


                         Increment number 155
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.26E-02  0.69E-04  0.98E+00

     Power:   261.29    


                         Increment number 156
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.24E-02  0.69E-04  0.98E+00

     Power:   261.45    


                         Increment number 157
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.28E-02  0.68E-04  0.98E+00

     Power:   261.61    


                         Increment number 158
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.41E-02  0.67E-04  0.98E+00

     Power:   261.76    


                         Increment number 159
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.38E-02  0.72E-04  0.98E+00

     Power:   261.92    


                         Increment number 160
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.25E-02  0.71E-04  0.98E+00

     Power:   262.08    


                         Increment number 161
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.25E-02  0.69E-04  0.98E+00

     Power:   262.24    


                         Increment number 162
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.24E-02  0.69E-04  0.98E+00

     Power:   262.39    


                         Increment number 163
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.27E-02  0.68E-04  0.98E+00

     Power:   262.55    


                         Increment number 164
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.40E-02  0.67E-04  0.98E+00

     Power:   262.70    


                         Increment number 165
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.38E-02  0.71E-04  0.98E+00

     Power:   262.86    


                         Increment number 166
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.25E-02  0.71E-04  0.98E+00

     Power:   263.01    


                         Increment number 167
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.81E-03  0.25E-02  0.69E-04  0.98E+00

     Power:   263.17    


                         Increment number 168
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.24E-02  0.69E-04  0.98E+00

     Power:   263.32    


                         Increment number 169
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.26E-02  0.68E-04  0.98E+00

     Power:   263.47    


                         Increment number 170
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.80E-03  0.39E-02  0.67E-04  0.98E+00

