

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
              1      0.95E-03  0.24E+02  0.69E-04  0.98E+00

     Power:  0.41252E+07


                         Increment number  26
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.30E+02  0.86E-04  0.98E+00
              2      0.96E-03  0.14E+01  0.11E-03  0.98E+00

     Power:  0.42908E+07


                         Increment number  27
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.25E+02  0.68E-04  0.98E+00
              2      0.98E-03  0.93E+00  0.95E-04  0.98E+00

     Power:  0.44562E+07


                         Increment number  28
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.12E-02  0.30E+02  0.70E-04  0.98E+00
              2      0.11E-02  0.13E+01  0.16E-03  0.98E+00
              3      0.10E-02  0.53E+00  0.78E-04  0.98E+00
              4      0.99E-03  0.39E+00  0.65E-04  0.98E+00

     Power:  0.46212E+07


                         Increment number  29
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.16E-02  0.50E+02  0.67E-04  0.97E+00
              2      0.12E-02  0.24E+01  0.20E-03  0.98E+00
              3      0.11E-02  0.66E+00  0.11E-03  0.98E+00
              4      0.11E-02  0.48E+00  0.79E-04  0.98E+00
              5      0.10E-02  0.40E+00  0.65E-04  0.98E+00
              6      0.10E-02  0.38E+00  0.58E-04  0.98E+00
              7      0.10E-02  0.37E+00  0.54E-04  0.98E+00
              8      0.10E-02  0.37E+00  0.53E-04  0.98E+00
              9      0.99E-03  0.37E+00  0.52E-04  0.98E+00

     Power:  0.47849E+07


                         Increment number  30
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.22E-02  0.68E+02  0.77E-04  0.96E+00
              2      0.13E-02  0.35E+01  0.25E-03  0.97E+00
              3      0.12E-02  0.84E+00  0.15E-03  0.98E+00
              4      0.11E-02  0.59E+00  0.94E-04  0.98E+00
              5      0.11E-02  0.43E+00  0.74E-04  0.98E+00
              6      0.10E-02  0.39E+00  0.63E-04  0.98E+00
              7      0.10E-02  0.38E+00  0.57E-04  0.98E+00
              8      0.10E-02  0.37E+00  0.55E-04  0.98E+00
              9      0.10E-02  0.36E+00  0.53E-04  0.98E+00
             10      0.10E-02  0.36E+00  0.53E-04  0.98E+00

     Power:  0.49466E+07


                         Increment number  31
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.20E-02  0.75E+02  0.10E-03  0.96E+00
              2      0.13E-02  0.36E+01  0.32E-03  0.97E+00
              3      0.11E-02  0.10E+01  0.14E-03  0.98E+00
              4      0.11E-02  0.65E+00  0.93E-04  0.98E+00
              5      0.10E-02  0.42E+00  0.74E-04  0.98E+00
              6      0.10E-02  0.37E+00  0.64E-04  0.98E+00

     Power:  0.51058E+07


                         Increment number  32
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.19E-02  0.89E+02  0.14E-03  0.96E+00
              2      0.13E-02  0.47E+01  0.38E-03  0.98E+00
              3      0.11E-02  0.11E+01  0.14E-03  0.98E+00
              4      0.10E-02  0.67E+00  0.90E-04  0.98E+00
              5      0.10E-02  0.43E+00  0.74E-04  0.98E+00
              6      0.98E-03  0.36E+00  0.65E-04  0.98E+00

     Power:  0.52612E+07


                         Increment number  33
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.27E-02  0.11E+03  0.17E-03  0.95E+00
              2      0.15E-02  0.69E+01  0.30E-03  0.97E+00
              3      0.14E-02  0.13E+01  0.21E-03  0.97E+00
              4      0.13E-02  0.75E+00  0.98E-04  0.98E+00
              5      0.12E-02  0.56E+00  0.86E-04  0.98E+00
              6      0.11E-02  0.49E+00  0.80E-04  0.98E+00
              7      0.11E-02  0.46E+00  0.76E-04  0.98E+00
              8      0.11E-02  0.43E+00  0.73E-04  0.98E+00
              9      0.10E-02  0.41E+00  0.71E-04  0.98E+00
             10      0.10E-02  0.39E+00  0.69E-04  0.98E+00
             11      0.99E-03  0.37E+00  0.68E-04  0.98E+00

     Power:  0.54097E+07


                         Increment number  34
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.40E-02  0.14E+03  0.20E-03  0.93E+00
              2      0.23E-02  0.11E+02  0.25E-03  0.96E+00
              3      0.19E-02  0.18E+01  0.30E-03  0.96E+00
              4      0.18E-02  0.12E+01  0.14E-03  0.97E+00
              5      0.16E-02  0.90E+00  0.11E-03  0.97E+00
              6      0.15E-02  0.77E+00  0.10E-03  0.97E+00
              7      0.14E-02  0.70E+00  0.97E-04  0.97E+00
              8      0.14E-02  0.65E+00  0.93E-04  0.97E+00
              9      0.13E-02  0.61E+00  0.89E-04  0.97E+00
             10      0.12E-02  0.57E+00  0.86E-04  0.98E+00
             11      0.12E-02  0.54E+00  0.84E-04  0.98E+00
             12      0.12E-02  0.51E+00  0.82E-04  0.98E+00
             13      0.11E-02  0.48E+00  0.80E-04  0.98E+00
             14      0.11E-02  0.46E+00  0.78E-04  0.98E+00
             15      0.11E-02  0.44E+00  0.77E-04  0.98E+00
             16      0.10E-02  0.42E+00  0.76E-04  0.98E+00
             17      0.10E-02  0.41E+00  0.75E-04  0.98E+00
             18      0.99E-03  0.39E+00  0.74E-04  0.98E+00

     Power:  0.55477E+07


                         Increment number  35
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.47E-02  0.16E+03  0.23E-03  0.91E+00
              2      0.27E-02  0.13E+02  0.25E-03  0.95E+00
              3      0.21E-02  0.21E+01  0.36E-03  0.96E+00
              4      0.19E-02  0.15E+01  0.17E-03  0.96E+00
              5      0.17E-02  0.10E+01  0.13E-03  0.97E+00
              6      0.16E-02  0.85E+00  0.11E-03  0.97E+00
              7      0.15E-02  0.76E+00  0.10E-03  0.97E+00
              8      0.15E-02  0.72E+00  0.99E-04  0.97E+00
              9      0.14E-02  0.67E+00  0.96E-04  0.97E+00
             10      0.13E-02  0.64E+00  0.94E-04  0.97E+00
             11      0.13E-02  0.61E+00  0.92E-04  0.97E+00
             12      0.13E-02  0.58E+00  0.90E-04  0.98E+00
             13      0.12E-02  0.56E+00  0.88E-04  0.98E+00
             14      0.12E-02  0.53E+00  0.87E-04  0.98E+00
             15      0.12E-02  0.52E+00  0.86E-04  0.98E+00
             16      0.11E-02  0.50E+00  0.85E-04  0.98E+00
             17      0.11E-02  0.48E+00  0.85E-04  0.98E+00
             18      0.11E-02  0.47E+00  0.84E-04  0.98E+00
             19      0.11E-02  0.46E+00  0.84E-04  0.98E+00
             20      0.10E-02  0.45E+00  0.83E-04  0.98E+00

     Power:  0.56716E+07


                         Increment number  36
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.50E-02  0.16E+03  0.27E-03  0.91E+00
              2      0.29E-02  0.14E+02  0.23E-03  0.94E+00
              3      0.22E-02  0.22E+01  0.39E-03  0.96E+00
              4      0.18E-02  0.16E+01  0.20E-03  0.96E+00
              5      0.17E-02  0.11E+01  0.14E-03  0.97E+00
              6      0.16E-02  0.86E+00  0.12E-03  0.97E+00
              7      0.15E-02  0.75E+00  0.11E-03  0.97E+00
              8      0.14E-02  0.70E+00  0.10E-03  0.97E+00
              9      0.14E-02  0.67E+00  0.10E-03  0.97E+00
             10      0.13E-02  0.64E+00  0.99E-04  0.97E+00
             11      0.13E-02  0.61E+00  0.98E-04  0.97E+00
             12      0.12E-02  0.59E+00  0.97E-04  0.98E+00
             13      0.12E-02  0.57E+00  0.96E-04  0.98E+00
             14      0.12E-02  0.55E+00  0.95E-04  0.98E+00
             15      0.12E-02  0.54E+00  0.94E-04  0.98E+00
             16      0.11E-02  0.52E+00  0.94E-04  0.98E+00
             17      0.11E-02  0.51E+00  0.94E-04  0.98E+00
             18      0.11E-02  0.50E+00  0.93E-04  0.98E+00
             19      0.11E-02  0.49E+00  0.93E-04  0.98E+00
             20      0.11E-02  0.48E+00  0.93E-04  0.98E+00

     Power:  0.57797E+07


                         Increment number  37
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.48E-02  0.15E+03  0.29E-03  0.91E+00
              2      0.28E-02  0.13E+02  0.23E-03  0.95E+00
              3      0.20E-02  0.22E+01  0.37E-03  0.96E+00
              4      0.16E-02  0.16E+01  0.20E-03  0.97E+00
              5      0.15E-02  0.11E+01  0.15E-03  0.97E+00
              6      0.14E-02  0.79E+00  0.12E-03  0.97E+00
              7      0.13E-02  0.67E+00  0.11E-03  0.97E+00
              8      0.13E-02  0.62E+00  0.11E-03  0.98E+00
              9      0.12E-02  0.59E+00  0.10E-03  0.98E+00
             10      0.12E-02  0.57E+00  0.10E-03  0.98E+00
             11      0.12E-02  0.55E+00  0.10E-03  0.98E+00
             12      0.12E-02  0.54E+00  0.10E-03  0.98E+00
             13      0.11E-02  0.52E+00  0.10E-03  0.98E+00
             14      0.11E-02  0.51E+00  0.10E-03  0.98E+00
             15      0.11E-02  0.50E+00  0.10E-03  0.98E+00
             16      0.11E-02  0.49E+00  0.10E-03  0.98E+00
             17      0.11E-02  0.49E+00  0.10E-03  0.98E+00
             18      0.11E-02  0.48E+00  0.10E-03  0.98E+00
             19      0.10E-02  0.47E+00  0.99E-04  0.98E+00
             20      0.10E-02  0.47E+00  0.99E-04  0.98E+00

     Power:  0.58725E+07


                         Increment number  38
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.41E-02  0.13E+03  0.32E-03  0.92E+00
              2      0.24E-02  0.99E+01  0.26E-03  0.96E+00
              3      0.17E-02  0.21E+01  0.32E-03  0.97E+00
              4      0.13E-02  0.14E+01  0.18E-03  0.97E+00
              5      0.12E-02  0.90E+00  0.14E-03  0.98E+00
              6      0.12E-02  0.65E+00  0.12E-03  0.98E+00
              7      0.11E-02  0.55E+00  0.11E-03  0.98E+00
              8      0.11E-02  0.52E+00  0.11E-03  0.98E+00
              9      0.11E-02  0.50E+00  0.10E-03  0.98E+00
             10      0.11E-02  0.49E+00  0.10E-03  0.98E+00
             11      0.10E-02  0.48E+00  0.10E-03  0.98E+00
             12      0.10E-02  0.47E+00  0.10E-03  0.98E+00
             13      0.10E-02  0.46E+00  0.10E-03  0.98E+00
             14      0.10E-02  0.46E+00  0.10E-03  0.98E+00
             15      0.10E-02  0.45E+00  0.10E-03  0.98E+00
             16      0.10E-02  0.45E+00  0.10E-03  0.98E+00

     Power:  0.59522E+07


                         Increment number  39
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.32E-02  0.12E+03  0.34E-03  0.94E+00
              2      0.18E-02  0.75E+01  0.30E-03  0.96E+00
              3      0.14E-02  0.20E+01  0.27E-03  0.97E+00
              4      0.12E-02  0.11E+01  0.16E-03  0.98E+00
              5      0.11E-02  0.74E+00  0.12E-03  0.98E+00
              6      0.11E-02  0.55E+00  0.11E-03  0.98E+00
              7      0.10E-02  0.49E+00  0.11E-03  0.98E+00
              8      0.10E-02  0.47E+00  0.11E-03  0.98E+00
              9      0.10E-02  0.45E+00  0.11E-03  0.98E+00
             10      0.99E-03  0.45E+00  0.11E-03  0.98E+00

     Power:  0.60211E+07


                         Increment number  40
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.10E+03  0.34E-03  0.95E+00
              2      0.15E-02  0.58E+01  0.37E-03  0.97E+00
              3      0.12E-02  0.20E+01  0.22E-03  0.98E+00
              4      0.11E-02  0.93E+00  0.14E-03  0.98E+00
              5      0.11E-02  0.63E+00  0.12E-03  0.98E+00
              6      0.10E-02  0.51E+00  0.11E-03  0.98E+00
              7      0.10E-02  0.47E+00  0.11E-03  0.98E+00
              8      0.10E-02  0.45E+00  0.11E-03  0.98E+00
              9      0.99E-03  0.44E+00  0.11E-03  0.98E+00

     Power:  0.60813E+07


                         Increment number  41
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.20E-02  0.87E+02  0.35E-03  0.96E+00
              2      0.13E-02  0.49E+01  0.41E-03  0.97E+00
              3      0.12E-02  0.20E+01  0.19E-03  0.98E+00
              4      0.11E-02  0.81E+00  0.13E-03  0.98E+00
              5      0.10E-02  0.56E+00  0.11E-03  0.98E+00
              6      0.10E-02  0.47E+00  0.11E-03  0.98E+00
              7      0.98E-03  0.44E+00  0.11E-03  0.98E+00

     Power:  0.61344E+07


                         Increment number  42
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.18E-02  0.75E+02  0.35E-03  0.97E+00
              2      0.12E-02  0.43E+01  0.42E-03  0.98E+00
              3      0.11E-02  0.19E+01  0.17E-03  0.98E+00
              4      0.10E-02  0.73E+00  0.12E-03  0.98E+00
              5      0.10E-02  0.51E+00  0.11E-03  0.98E+00

     Power:  0.61817E+07


                         Increment number  43
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.17E-02  0.66E+02  0.34E-03  0.97E+00
              2      0.13E-02  0.39E+01  0.42E-03  0.98E+00
              3      0.11E-02  0.17E+01  0.16E-03  0.98E+00
              4      0.11E-02  0.69E+00  0.12E-03  0.98E+00
              5      0.10E-02  0.49E+00  0.11E-03  0.98E+00
              6      0.98E-03  0.43E+00  0.11E-03  0.98E+00

     Power:  0.62241E+07


                         Increment number  44
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.16E-02  0.58E+02  0.33E-03  0.97E+00
              2      0.12E-02  0.33E+01  0.41E-03  0.98E+00
              3      0.11E-02  0.16E+01  0.15E-03  0.98E+00
              4      0.11E-02  0.61E+00  0.11E-03  0.98E+00
              5      0.10E-02  0.43E+00  0.11E-03  0.98E+00
              6      0.10E-02  0.39E+00  0.11E-03  0.98E+00
              7      0.99E-03  0.37E+00  0.11E-03  0.98E+00

     Power:  0.62623E+07


                         Increment number  45
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.15E-02  0.52E+02  0.31E-03  0.97E+00
              2      0.12E-02  0.29E+01  0.39E-03  0.98E+00
              3      0.12E-02  0.15E+01  0.15E-03  0.98E+00
              4      0.11E-02  0.58E+00  0.11E-03  0.98E+00
              5      0.11E-02  0.43E+00  0.11E-03  0.98E+00
              6      0.11E-02  0.41E+00  0.11E-03  0.98E+00
              7      0.11E-02  0.39E+00  0.11E-03  0.98E+00
              8      0.11E-02  0.38E+00  0.11E-03  0.98E+00
              9      0.11E-02  0.38E+00  0.11E-03  0.98E+00
             10      0.11E-02  0.37E+00  0.11E-03  0.98E+00
             11      0.11E-02  0.37E+00  0.11E-03  0.98E+00
             12      0.10E-02  0.37E+00  0.11E-03  0.98E+00
             13      0.10E-02  0.36E+00  0.11E-03  0.98E+00
             14      0.10E-02  0.36E+00  0.11E-03  0.98E+00
             15      0.10E-02  0.36E+00  0.11E-03  0.98E+00
             16      0.10E-02  0.36E+00  0.11E-03  0.98E+00
             17      0.10E-02  0.36E+00  0.11E-03  0.98E+00
             18      0.10E-02  0.35E+00  0.11E-03  0.98E+00
             19      0.10E-02  0.35E+00  0.11E-03  0.98E+00
             20      0.10E-02  0.35E+00  0.11E-03  0.98E+00

     Power:  0.62969E+07


                         Increment number  46
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.14E-02  0.46E+02  0.30E-03  0.97E+00
              2      0.12E-02  0.25E+01  0.38E-03  0.98E+00
              3      0.12E-02  0.14E+01  0.14E-03  0.98E+00
              4      0.11E-02  0.56E+00  0.11E-03  0.98E+00
              5      0.11E-02  0.43E+00  0.11E-03  0.98E+00
              6      0.11E-02  0.41E+00  0.11E-03  0.98E+00
              7      0.11E-02  0.40E+00  0.11E-03  0.98E+00
              8      0.11E-02  0.40E+00  0.11E-03  0.98E+00
              9      0.11E-02  0.39E+00  0.11E-03  0.98E+00
             10      0.11E-02  0.39E+00  0.11E-03  0.98E+00
             11      0.11E-02  0.39E+00  0.11E-03  0.98E+00
             12      0.11E-02  0.39E+00  0.11E-03  0.98E+00
             13      0.11E-02  0.38E+00  0.11E-03  0.98E+00
             14      0.11E-02  0.38E+00  0.11E-03  0.98E+00
             15      0.11E-02  0.38E+00  0.11E-03  0.98E+00
             16      0.11E-02  0.38E+00  0.11E-03  0.98E+00
             17      0.11E-02  0.38E+00  0.11E-03  0.98E+00
             18      0.11E-02  0.38E+00  0.11E-03  0.98E+00
             19      0.10E-02  0.37E+00  0.11E-03  0.98E+00
             20      0.10E-02  0.37E+00  0.11E-03  0.98E+00

     Power:  0.63286E+07


                         Increment number  47
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.13E-02  0.41E+02  0.30E-03  0.97E+00
              2      0.12E-02  0.23E+01  0.37E-03  0.98E+00
              3      0.12E-02  0.13E+01  0.13E-03  0.98E+00
              4      0.11E-02  0.54E+00  0.11E-03  0.98E+00
              5      0.11E-02  0.43E+00  0.11E-03  0.98E+00
              6      0.11E-02  0.42E+00  0.11E-03  0.98E+00
              7      0.11E-02  0.41E+00  0.11E-03  0.98E+00
              8      0.11E-02  0.41E+00  0.11E-03  0.98E+00
              9      0.11E-02  0.40E+00  0.11E-03  0.98E+00
             10      0.11E-02  0.40E+00  0.11E-03  0.98E+00
             11      0.11E-02  0.40E+00  0.11E-03  0.98E+00
             12      0.11E-02  0.40E+00  0.11E-03  0.98E+00
             13      0.11E-02  0.39E+00  0.11E-03  0.98E+00
             14      0.11E-02  0.39E+00  0.11E-03  0.98E+00
             15      0.11E-02  0.39E+00  0.11E-03  0.98E+00
             16      0.11E-02  0.39E+00  0.11E-03  0.98E+00
             17      0.10E-02  0.39E+00  0.11E-03  0.98E+00
             18      0.10E-02  0.38E+00  0.11E-03  0.98E+00
             19      0.10E-02  0.38E+00  0.11E-03  0.98E+00
             20      0.10E-02  0.38E+00  0.11E-03  0.98E+00

     Power:  0.63578E+07


                         Increment number  48
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.12E-02  0.36E+02  0.30E-03  0.98E+00
              2      0.11E-02  0.21E+01  0.35E-03  0.98E+00
              3      0.11E-02  0.12E+01  0.13E-03  0.98E+00
              4      0.11E-02  0.50E+00  0.11E-03  0.98E+00
              5      0.11E-02  0.41E+00  0.11E-03  0.98E+00
              6      0.10E-02  0.40E+00  0.11E-03  0.98E+00
              7      0.10E-02  0.40E+00  0.11E-03  0.98E+00
              8      0.10E-02  0.39E+00  0.11E-03  0.98E+00
              9      0.10E-02  0.39E+00  0.11E-03  0.98E+00
             10      0.10E-02  0.39E+00  0.11E-03  0.98E+00
             11      0.10E-02  0.39E+00  0.11E-03  0.98E+00
             12      0.10E-02  0.38E+00  0.11E-03  0.98E+00
             13      0.10E-02  0.38E+00  0.11E-03  0.98E+00
             14      0.10E-02  0.38E+00  0.11E-03  0.98E+00
             15      0.10E-02  0.38E+00  0.11E-03  0.98E+00
             16      0.10E-02  0.38E+00  0.11E-03  0.98E+00

     Power:  0.63850E+07


                         Increment number  49
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.32E+02  0.29E-03  0.98E+00
              2      0.10E-02  0.18E+01  0.33E-03  0.98E+00
              3      0.10E-02  0.10E+01  0.12E-03  0.98E+00
              4      0.99E-03  0.46E+00  0.11E-03  0.98E+00

     Power:  0.64104E+07


                         Increment number  50
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.28E+02  0.28E-03  0.98E+00
              2      0.10E-02  0.17E+01  0.30E-03  0.98E+00
              3      0.10E-02  0.89E+00  0.12E-03  0.98E+00
              4      0.10E-02  0.46E+00  0.11E-03  0.98E+00
              5      0.99E-03  0.40E+00  0.11E-03  0.98E+00

     Power:  0.64343E+07


                         Increment number  51
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.11E-02  0.26E+02  0.26E-03  0.98E+00
              2      0.10E-02  0.15E+01  0.28E-03  0.98E+00
              3      0.10E-02  0.82E+00  0.12E-03  0.98E+00
              4      0.10E-02  0.44E+00  0.11E-03  0.98E+00

     Power:  0.64569E+07


                         Increment number  52
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.24E+02  0.25E-03  0.98E+00
              2      0.10E-02  0.14E+01  0.26E-03  0.98E+00
              3      0.10E-02  0.73E+00  0.11E-03  0.98E+00
              4      0.10E-02  0.44E+00  0.11E-03  0.98E+00
              5      0.10E-02  0.41E+00  0.11E-03  0.98E+00

     Power:  0.64784E+07


                         Increment number  53
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.22E+02  0.24E-03  0.98E+00
              2      0.10E-02  0.12E+01  0.25E-03  0.98E+00
              3      0.10E-02  0.69E+00  0.11E-03  0.98E+00
              4      0.10E-02  0.43E+00  0.11E-03  0.98E+00
              5      0.10E-02  0.41E+00  0.11E-03  0.98E+00

     Power:  0.64988E+07


                         Increment number  54
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.20E+02  0.23E-03  0.98E+00
              2      0.10E-02  0.12E+01  0.23E-03  0.98E+00
              3      0.10E-02  0.65E+00  0.11E-03  0.98E+00
              4      0.10E-02  0.43E+00  0.11E-03  0.98E+00
              5      0.10E-02  0.41E+00  0.11E-03  0.98E+00

     Power:  0.65184E+07


                         Increment number  55
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.19E+02  0.22E-03  0.98E+00
              2      0.10E-02  0.11E+01  0.22E-03  0.98E+00
              3      0.10E-02  0.62E+00  0.11E-03  0.98E+00
              4      0.10E-02  0.43E+00  0.10E-03  0.98E+00
              5      0.10E-02  0.41E+00  0.10E-03  0.98E+00
              6      0.10E-02  0.41E+00  0.10E-03  0.98E+00

     Power:  0.65370E+07


                         Increment number  56
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.18E+02  0.21E-03  0.98E+00
              2      0.10E-02  0.10E+01  0.21E-03  0.98E+00
              3      0.10E-02  0.59E+00  0.11E-03  0.98E+00
              4      0.10E-02  0.42E+00  0.10E-03  0.98E+00
              5      0.10E-02  0.41E+00  0.10E-03  0.98E+00
              6      0.10E-02  0.41E+00  0.10E-03  0.98E+00

     Power:  0.65549E+07


                         Increment number  57
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.16E+02  0.20E-03  0.98E+00
              2      0.10E-02  0.97E+00  0.20E-03  0.98E+00
              3      0.10E-02  0.56E+00  0.10E-03  0.98E+00
              4      0.10E-02  0.42E+00  0.10E-03  0.98E+00
              5      0.10E-02  0.41E+00  0.10E-03  0.98E+00
              6      0.10E-02  0.41E+00  0.10E-03  0.98E+00

     Power:  0.65721E+07


                         Increment number  58
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.16E+02  0.19E-03  0.98E+00
              2      0.10E-02  0.91E+00  0.19E-03  0.98E+00
              3      0.10E-02  0.54E+00  0.10E-03  0.98E+00
              4      0.10E-02  0.42E+00  0.99E-04  0.98E+00
              5      0.10E-02  0.41E+00  0.99E-04  0.98E+00
              6      0.10E-02  0.40E+00  0.99E-04  0.98E+00
              7      0.10E-02  0.40E+00  0.98E-04  0.98E+00

     Power:  0.65886E+07


                         Increment number  59
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.15E+02  0.18E-03  0.98E+00
              2      0.10E-02  0.87E+00  0.18E-03  0.98E+00
              3      0.10E-02  0.51E+00  0.10E-03  0.98E+00
              4      0.10E-02  0.41E+00  0.97E-04  0.98E+00
              5      0.10E-02  0.40E+00  0.97E-04  0.98E+00
              6      0.10E-02  0.40E+00  0.97E-04  0.98E+00
              7      0.10E-02  0.39E+00  0.96E-04  0.98E+00
              8      0.10E-02  0.39E+00  0.96E-04  0.98E+00

     Power:  0.66045E+07


                         Increment number  60
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.14E+02  0.18E-03  0.98E+00
              2      0.10E-02  0.83E+00  0.17E-03  0.98E+00
              3      0.10E-02  0.48E+00  0.97E-04  0.98E+00
              4      0.10E-02  0.40E+00  0.95E-04  0.98E+00
              5      0.10E-02  0.39E+00  0.95E-04  0.98E+00
              6      0.10E-02  0.39E+00  0.95E-04  0.98E+00
              7      0.10E-02  0.39E+00  0.94E-04  0.98E+00
              8      0.10E-02  0.38E+00  0.94E-04  0.98E+00

     Power:  0.66199E+07


                         Increment number  61
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.13E+02  0.17E-03  0.98E+00
              2      0.10E-02  0.78E+00  0.17E-03  0.98E+00
              3      0.10E-02  0.46E+00  0.95E-04  0.98E+00
              4      0.10E-02  0.39E+00  0.93E-04  0.98E+00
              5      0.10E-02  0.38E+00  0.93E-04  0.98E+00
              6      0.10E-02  0.38E+00  0.93E-04  0.98E+00
              7      0.10E-02  0.37E+00  0.92E-04  0.98E+00
              8      0.10E-02  0.37E+00  0.92E-04  0.98E+00

     Power:  0.66347E+07


                         Increment number  62
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.13E+02  0.16E-03  0.98E+00
              2      0.10E-02  0.75E+00  0.16E-03  0.98E+00
              3      0.10E-02  0.44E+00  0.93E-04  0.98E+00
              4      0.10E-02  0.37E+00  0.91E-04  0.98E+00
              5      0.10E-02  0.37E+00  0.91E-04  0.98E+00
              6      0.10E-02  0.37E+00  0.91E-04  0.98E+00
              7      0.10E-02  0.37E+00  0.91E-04  0.98E+00

     Power:  0.66491E+07


                         Increment number  63
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.12E+02  0.16E-03  0.98E+00
              2      0.10E-02  0.71E+00  0.15E-03  0.98E+00
              3      0.10E-02  0.43E+00  0.92E-04  0.98E+00
              4      0.10E-02  0.37E+00  0.90E-04  0.98E+00
              5      0.10E-02  0.36E+00  0.90E-04  0.98E+00
              6      0.10E-02  0.36E+00  0.90E-04  0.98E+00

     Power:  0.66630E+07


                         Increment number  64
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.12E+02  0.15E-03  0.98E+00
              2      0.10E-02  0.68E+00  0.15E-03  0.98E+00
              3      0.10E-02  0.42E+00  0.91E-04  0.98E+00
              4      0.10E-02  0.36E+00  0.89E-04  0.98E+00
              5      0.10E-02  0.36E+00  0.89E-04  0.98E+00
              6      0.10E-02  0.36E+00  0.89E-04  0.98E+00

     Power:  0.66765E+07


                         Increment number  65
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.11E+02  0.15E-03  0.98E+00
              2      0.10E-02  0.65E+00  0.14E-03  0.98E+00
              3      0.10E-02  0.41E+00  0.90E-04  0.98E+00
              4      0.10E-02  0.36E+00  0.88E-04  0.98E+00
              5      0.10E-02  0.36E+00  0.88E-04  0.98E+00

     Power:  0.66896E+07


                         Increment number  66
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.10E-02  0.11E+02  0.14E-03  0.98E+00
              2      0.10E-02  0.63E+00  0.14E-03  0.98E+00
              3      0.10E-02  0.40E+00  0.89E-04  0.98E+00
              4      0.10E-02  0.36E+00  0.88E-04  0.98E+00
              5      0.10E-02  0.36E+00  0.88E-04  0.98E+00

     Power:  0.67023E+07


                         Increment number  67
