

                         Increment number   1
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.
              7      0.26E-02  0.28E-01  0.21E-03  0.95E+00
              8      0.26E-02  0.28E-01  0.21E-03  0.95E+00
              9      0.26E-02  0.28E-01  0.21E-03  0.95E+00
             10      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             11      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             12      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             13      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             14      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             15      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             16      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             17      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             18      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             19      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             20      0.25E-02  0.28E-01  0.21E-03  0.95E+00

     Power:   956.09    


                         Increment number  81
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.26E-02  0.13E+00  0.25E-03  0.95E+00
              2      0.26E-02  0.31E-01  0.23E-03  0.95E+00
              3      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              4      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              5      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              6      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              7      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              8      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              9      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             10      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             11      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             12      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             13      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             14      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             15      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             16      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             17      0.25E-02  0.28E-01  0.21E-03  0.95E+00
             18      0.25E-02  0.27E-01  0.21E-03  0.95E+00
             19      0.25E-02  0.27E-01  0.21E-03  0.95E+00
             20      0.25E-02  0.27E-01  0.21E-03  0.95E+00

     Power:   957.82    


                         Increment number  82
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.13E+00  0.25E-03  0.95E+00
              2      0.25E-02  0.31E-01  0.23E-03  0.95E+00
              3      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              4      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              5      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              6      0.25E-02  0.27E-01  0.21E-03  0.95E+00
              7      0.25E-02  0.28E-01  0.21E-03  0.95E+00
              8      0.25E-02  0.27E-01  0.21E-03  0.95E+00
              9      0.25E-02  0.27E-01  0.21E-03  0.95E+00
             10      0.25E-02  0.27E-01  0.21E-03  0.95E+00
             11      0.25E-02  0.27E-01  0.20E-03  0.95E+00
             12      0.25E-02  0.27E-01  0.21E-03  0.95E+00
             13      0.25E-02  0.27E-01  0.20E-03  0.95E+00
             14      0.25E-02  0.27E-01  0.21E-03  0.95E+00
             15      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             16      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             17      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             18      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             19      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             20      0.24E-02  0.27E-01  0.20E-03  0.95E+00

     Power:   959.53    


                         Increment number  83
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.25E-02  0.13E+00  0.25E-03  0.95E+00
              2      0.25E-02  0.30E-01  0.23E-03  0.95E+00
              3      0.24E-02  0.27E-01  0.20E-03  0.95E+00
              4      0.24E-02  0.27E-01  0.20E-03  0.95E+00
              5      0.24E-02  0.27E-01  0.20E-03  0.95E+00
              6      0.24E-02  0.27E-01  0.20E-03  0.95E+00
              7      0.24E-02  0.27E-01  0.20E-03  0.95E+00
              8      0.24E-02  0.27E-01  0.20E-03  0.95E+00
              9      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             10      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             11      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             12      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             13      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             14      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             15      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             16      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             17      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             18      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             19      0.24E-02  0.27E-01  0.20E-03  0.95E+00
             20      0.24E-02  0.26E-01  0.20E-03  0.95E+00

     Power:   961.20    


                         Increment number  84
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.24E-02  0.13E+00  0.25E-03  0.95E+00
              2      0.24E-02  0.29E-01  0.23E-03  0.95E+00
              3      0.24E-02  0.26E-01  0.20E-03  0.95E+00
              4      0.24E-02  0.26E-01  0.20E-03  0.95E+00
              5      0.24E-02  0.26E-01  0.20E-03  0.95E+00
              6      0.24E-02  0.26E-01  0.20E-03  0.95E+00
              7      0.24E-02  0.26E-01  0.20E-03  0.95E+00
              8      0.24E-02  0.26E-01  0.20E-03  0.95E+00
              9      0.24E-02  0.26E-01  0.20E-03  0.95E+00
             10      0.24E-02  0.26E-01  0.20E-03  0.96E+00
             11      0.24E-02  0.26E-01  0.20E-03  0.96E+00
             12      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             13      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             14      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             15      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             16      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             17      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             18      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             19      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             20      0.23E-02  0.26E-01  0.20E-03  0.96E+00

     Power:   962.85    


                         Increment number  85
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.24E-02  0.12E+00  0.25E-03  0.96E+00
              2      0.23E-02  0.29E-01  0.22E-03  0.96E+00
              3      0.23E-02  0.26E-01  0.20E-03  0.96E+00
              4      0.23E-02  0.26E-01  0.20E-03  0.96E+00
              5      0.23E-02  0.26E-01  0.20E-03  0.96E+00
              6      0.23E-02  0.26E-01  0.20E-03  0.96E+00
              7      0.23E-02  0.26E-01  0.20E-03  0.96E+00
              8      0.23E-02  0.26E-01  0.20E-03  0.96E+00
              9      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             10      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             11      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             12      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             13      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             14      0.23E-02  0.26E-01  0.20E-03  0.96E+00
             15      0.23E-02  0.25E-01  0.20E-03  0.96E+00
             16      0.23E-02  0.25E-01  0.20E-03  0.96E+00
             17      0.23E-02  0.25E-01  0.20E-03  0.96E+00
             18      0.23E-02  0.25E-01  0.20E-03  0.96E+00
             19      0.23E-02  0.25E-01  0.20E-03  0.96E+00
             20      0.23E-02  0.25E-01  0.20E-03  0.96E+00

     Power:   964.47    


                         Increment number  86
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.12E+00  0.24E-03  0.96E+00
              2      0.23E-02  0.28E-01  0.22E-03  0.96E+00
              3      0.23E-02  0.25E-01  0.20E-03  0.96E+00
              4      0.23E-02  0.25E-01  0.20E-03  0.96E+00
              5      0.23E-02  0.25E-01  0.20E-03  0.96E+00
              6      0.23E-02  0.25E-01  0.20E-03  0.96E+00
              7      0.23E-02  0.25E-01  0.20E-03  0.96E+00
              8      0.23E-02  0.25E-01  0.20E-03  0.96E+00
              9      0.23E-02  0.25E-01  0.20E-03  0.96E+00
             10      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             11      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             12      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             13      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             14      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             15      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             16      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             17      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             18      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             19      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             20      0.22E-02  0.25E-01  0.20E-03  0.96E+00

     Power:   966.06    


                         Increment number  87
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.12E+00  0.24E-03  0.96E+00
              2      0.22E-02  0.28E-01  0.22E-03  0.96E+00
              3      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              4      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              5      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              6      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              7      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              8      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              9      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             10      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             11      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             12      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             13      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             14      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             15      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             16      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             17      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             18      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             19      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             20      0.22E-02  0.24E-01  0.20E-03  0.96E+00

     Power:   967.63    


                         Increment number  88
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.22E-02  0.12E+00  0.24E-03  0.96E+00
              2      0.22E-02  0.27E-01  0.22E-03  0.96E+00
              3      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              4      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              5      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              6      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              7      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              8      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              9      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             10      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             11      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             12      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             13      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             14      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             15      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             16      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             17      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             18      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             19      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             20      0.22E-02  0.24E-01  0.20E-03  0.96E+00

     Power:   969.18    


                         Increment number  89
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.22E-02  0.12E+00  0.24E-03  0.96E+00
              2      0.22E-02  0.27E-01  0.22E-03  0.96E+00
              3      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              4      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              5      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              6      0.22E-02  0.24E-01  0.20E-03  0.96E+00
              7      0.22E-02  0.24E-01  0.20E-03  0.96E+00
              8      0.22E-02  0.24E-01  0.20E-03  0.96E+00
              9      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             10      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             11      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             12      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             13      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             14      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             15      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             16      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             17      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             18      0.21E-02  0.24E-01  0.20E-03  0.96E+00
             19      0.21E-02  0.24E-01  0.20E-03  0.96E+00
             20      0.21E-02  0.24E-01  0.20E-03  0.96E+00

     Power:   970.70    


                         Increment number  90
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.22E-02  0.11E+00  0.24E-03  0.96E+00
              2      0.22E-02  0.27E-01  0.22E-03  0.96E+00
              3      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              4      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              5      0.22E-02  0.24E-01  0.20E-03  0.96E+00
              6      0.22E-02  0.24E-01  0.20E-03  0.96E+00
              7      0.22E-02  0.24E-01  0.20E-03  0.96E+00
              8      0.22E-02  0.24E-01  0.20E-03  0.96E+00
              9      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             10      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             11      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             12      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             13      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             14      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             15      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             16      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             17      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             18      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             19      0.21E-02  0.24E-01  0.20E-03  0.96E+00
             20      0.21E-02  0.24E-01  0.20E-03  0.96E+00

     Power:   972.19    


                         Increment number  91
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.22E-02  0.11E+00  0.24E-03  0.96E+00
              2      0.22E-02  0.27E-01  0.22E-03  0.96E+00
              3      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              4      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              5      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              6      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              7      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              8      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              9      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             10      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             11      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             12      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             13      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             14      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             15      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             16      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             17      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             18      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             19      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             20      0.22E-02  0.24E-01  0.20E-03  0.96E+00

     Power:   973.65    


                         Increment number  92
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.11E+00  0.23E-03  0.96E+00
              2      0.22E-02  0.27E-01  0.21E-03  0.96E+00
              3      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              4      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              5      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              6      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              7      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              8      0.22E-02  0.25E-01  0.20E-03  0.96E+00
              9      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             10      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             11      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             12      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             13      0.22E-02  0.25E-01  0.20E-03  0.96E+00
             14      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             15      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             16      0.22E-02  0.24E-01  0.20E-03  0.96E+00
             17      0.22E-02  0.24E-01  0.19E-03  0.96E+00
             18      0.22E-02  0.24E-01  0.19E-03  0.96E+00
             19      0.22E-02  0.24E-01  0.19E-03  0.96E+00
             20      0.22E-02  0.24E-01  0.19E-03  0.96E+00

     Power:   975.09    


                         Increment number  93
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.11E+00  0.23E-03  0.96E+00
              2      0.23E-02  0.27E-01  0.21E-03  0.96E+00
              3      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              4      0.22E-02  0.25E-01  0.19E-03  0.96E+00
              5      0.22E-02  0.25E-01  0.19E-03  0.96E+00
              6      0.22E-02  0.25E-01  0.19E-03  0.96E+00
              7      0.22E-02  0.25E-01  0.19E-03  0.96E+00
              8      0.22E-02  0.25E-01  0.19E-03  0.96E+00
              9      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             10      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             11      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             12      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             13      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             14      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             15      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             16      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             17      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             18      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             19      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             20      0.22E-02  0.25E-01  0.19E-03  0.96E+00

     Power:   976.49    


                         Increment number  94
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.11E+00  0.23E-03  0.96E+00
              2      0.23E-02  0.27E-01  0.21E-03  0.96E+00
              3      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              4      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              5      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              6      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              7      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              8      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              9      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             10      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             11      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             12      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             13      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             14      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             15      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             16      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             17      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             18      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             19      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             20      0.22E-02  0.25E-01  0.19E-03  0.96E+00

     Power:   977.87    


                         Increment number  95
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.10E+00  0.23E-03  0.96E+00
              2      0.23E-02  0.27E-01  0.21E-03  0.96E+00
              3      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              4      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              5      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              6      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              7      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              8      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              9      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             10      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             11      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             12      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             13      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             14      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             15      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             16      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             17      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             18      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             19      0.22E-02  0.25E-01  0.19E-03  0.96E+00
             20      0.22E-02  0.25E-01  0.19E-03  0.96E+00

     Power:   979.23    


                         Increment number  96
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.10E+00  0.23E-03  0.96E+00
              2      0.23E-02  0.27E-01  0.20E-03  0.96E+00
              3      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              4      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              5      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              6      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              7      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              8      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              9      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             10      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             11      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             12      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             13      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             14      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             15      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             16      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             17      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             18      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             19      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             20      0.23E-02  0.25E-01  0.19E-03  0.96E+00

     Power:   980.56    


                         Increment number  97
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.10E+00  0.22E-03  0.96E+00
              2      0.23E-02  0.27E-01  0.20E-03  0.96E+00
              3      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              4      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              5      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              6      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              7      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              8      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              9      0.23E-02  0.26E-01  0.19E-03  0.96E+00
             10      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             11      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             12      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             13      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             14      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             15      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             16      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             17      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             18      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             19      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             20      0.23E-02  0.25E-01  0.19E-03  0.96E+00

     Power:   981.87    


                         Increment number  98
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.99E-01  0.22E-03  0.96E+00
              2      0.23E-02  0.27E-01  0.20E-03  0.96E+00
              3      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              4      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              5      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              6      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              7      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              8      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              9      0.23E-02  0.26E-01  0.19E-03  0.96E+00
             10      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             11      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             12      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             13      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             14      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             15      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             16      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             17      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             18      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             19      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             20      0.23E-02  0.25E-01  0.19E-03  0.96E+00

     Power:   983.16    


                         Increment number  99
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.98E-01  0.22E-03  0.96E+00
              2      0.23E-02  0.27E-01  0.20E-03  0.96E+00
              3      0.23E-02  0.26E-01  0.18E-03  0.96E+00
              4      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              5      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              6      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              7      0.23E-02  0.26E-01  0.19E-03  0.96E+00
              8      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              9      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             10      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             11      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             12      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             13      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             14      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             15      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             16      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             17      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             18      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             19      0.23E-02  0.25E-01  0.19E-03  0.96E+00
             20      0.22E-02  0.25E-01  0.19E-03  0.96E+00

     Power:   984.43    


                         Increment number 100
          Iteration  Error(X)  Error(F)  Err(CPI)  Decelrn.

              1      0.23E-02  0.97E-01  0.22E-03  0.96E+00
              2      0.23E-02  0.27E-01  0.20E-03  0.96E+00
              3      0.23E-02  0.26E-01  0.18E-03  0.96E+00
              4      0.23E-02  0.26E-01  0.18E-03  0.96E+00
              5      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              6      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              7      0.23E-02  0.25E-01  0.19E-03  0.96E+00
              8      0.23E-02  0.25E-01  0.18E-03  0.96E+00
              9      0.23E-02  0.25E-01  0.18E-03  0.96E+00
             10      0.23E-02  0.25E-01  0.18E-03  0.96E+00
             11      0.23E-02  0.25E-01  0.18E-03  0.96E+00
             12      0.23E-02  0.25E-01  0.18E-03  0.96E+00
             13      0.23E-02  0.25E-01  0.18E-03  0.96E+00
             14      0.22E-02  0.25E-01  0.18E-03  0.96E+00
             15      0.22E-02  0.25E-01  0.18E-03  0.96E+00
             16      0.22E-02  0.25E-01  0.18E-03  0.96E+00
             17      0.22E-02  0.25E-01  0.18E-03  0.96E+00
             18      0.22E-02  0.25E-01  0.18E-03  0.96E+00
             19      0.22E-02  0.25E-01  0.18E-03  0.96E+00
             20      0.22E-02  0.25E-01  0.18E-03  0.96E+00

